config,r10_region,region_label,technology,technology_label,bin_rank,n_cells,avg_cf,std_cf,total_capacity_gw
HiT,R10MIDDLE_EAST,Middle East,solar,Solar PV,22,59,0.2583,0.0164,155.95
HiT,R10MIDDLE_EAST,Middle East,solar,Solar PV,23,74,0.2574,0.0295,33.61
HiT,R10MIDDLE_EAST,Middle East,solar,Solar PV,24,90,0.257,0.0208,203.37
HiT,R10MIDDLE_EAST,Middle East,solar,Solar PV,25,73,0.2563,0.0208,184.12
HiT,R10MIDDLE_EAST,Middle East,solar,Solar PV,26,28,0.2557,0.0173,76.23
HiT,R10MIDDLE_EAST,Middle East,solar,Solar PV,27,76,0.2551,0.0231,180.2
HiT,R10MIDDLE_EAST,Middle East,solar,Solar PV,28,39,0.2528,0.0323,13.65
HiT,R10MIDDLE_EAST,Middle East,solar,Solar PV,29,50,0.2527,0.0262,102.85
HiT,R10MIDDLE_EAST,Middle East,solar,Solar PV,30,41,0.2493,0.0235,33.41
HiT,R10MIDDLE_EAST,Middle East,solar,Solar PV,31,46,0.2463,0.03,52.37
HiT,R10MIDDLE_EAST,Middle East,solar,Solar PV,32,26,0.2227,0.0333,16.27
HiT,R10MIDDLE_EAST,Middle East,solar,Solar PV,33,24,0.2005,0.0379,4.48
LoT,R10MIDDLE_EAST,Middle East,wind_onshore,Wind onshore,1,770,0.2971,0.2399,1784.21
LoT,R10MIDDLE_EAST,Middle East,wind_onshore,Wind onshore,2,583,0.269,0.2195,1271.99
LoT,R10MIDDLE_EAST,Middle East,wind_onshore,Wind onshore,3,660,0.2107,0.2403,1304.89
LoT,R10MIDDLE_EAST,Middle East,wind_onshore,Wind onshore,4,127,0.1353,0.13,172.32
HiT,R10MIDDLE_EAST,Middle East,wind_onshore,Wind onshore,1,109,0.3547,0.2031,202.42
HiT,R10MIDDLE_EAST,Middle East,wind_onshore,Wind onshore,2,54,0.3361,0.1566,119.47
HiT,R10MIDDLE_EAST,Middle East,wind_onshore,Wind onshore,3,93,0.3266,0.1753,184.97
HiT,R10MIDDLE_EAST,Middle East,wind_onshore,Wind onshore,4,88,0.3202,0.1698,225.91
HiT,R10MIDDLE_EAST,Middle East,wind_onshore,Wind onshore,5,172,0.3189,0.2043,437.06
HiT,R10MIDDLE_EAST,Middle East,wind_onshore,Wind onshore,6,105,0.3037,0.1815,262.27
HiT,R10MIDDLE_EAST,Middle East,wind_onshore,Wind onshore,7,67,0.3034,0.1588,152.17
HiT,R10MIDDLE_EAST,Middle East,wind_onshore,Wind onshore,8,64,0.2969,0.1963,158.36
HiT,R10MIDDLE_EAST,Middle East,wind_onshore,Wind onshore,9,131,0.2766,0.2168,232.22
HiT,R10MIDDLE_EAST,Middle East,wind_onshore,Wind onshore,10,107,0.2682,0.1698,258.97
HiT,R10MIDDLE_EAST,Middle East,wind_onshore,Wind onshore,11,86,0.2679,0.2235,242.5
HiT,R10MIDDLE_EAST,Middle East,wind_onshore,Wind onshore,12,85,0.261,0.1407,215.15
HiT,R10MIDDLE_EAST,Middle East,wind_onshore,Wind onshore,13,68,0.2598,0.1335,129.38
HiT,R10MIDDLE_EAST,Middle East,wind_onshore,Wind onshore,14,44,0.2564,0.2274,21.87
HiT,R10MIDDLE_EAST,Middle East,wind_onshore,Wind onshore,15,67,0.2424,0.1372,165.64
HiT,R10MIDDLE_EAST,Middle East,wind_onshore,Wind onshore,16,91,0.2413,0.1425,202.06
HiT,R10MIDDLE_EAST,Middle East,wind_onshore,Wind onshore,17,77,0.2346,0.1232,184.01
HiT,R10MIDDLE_EAST,Middle East,wind_onshore,Wind onshore,18,71,0.2236,0.1632,154.84
HiT,R10MIDDLE_EAST,Middle East,wind_onshore,Wind onshore,19,42,0.2049,0.1305,51.76
HiT,R10MIDDLE_EAST,Middle East,wind_onshore,Wind onshore,20,56,0.182,0.1628,83.99
HiT,R10MIDDLE_EAST,Middle East,wind_onshore,Wind onshore,21,42,0.1797,0.1311,81.35
HiT,R10MIDDLE_EAST,Middle East,wind_onshore,Wind onshore,22,22,0.1762,0.123,67.96
HiT,R10MIDDLE_EAST,Middle East,wind_onshore,Wind onshore,23,72,0.1714,0.1958,128.39
HiT,R10MIDDLE_EAST,Middle East,wind_onshore,Wind onshore,24,36,0.1487,0.1175,76.04
HiT,R10MIDDLE_EAST,Middle East,wind_onshore,Wind onshore,25,32,0.148,0.1129,73.29
HiT,R10MIDDLE_EAST,Middle East,wind_onshore,Wind onshore,26,58,0.1366,0.1028,36.53
HiT,R10MIDDLE_EAST,Middle East,wind_onshore,Wind onshore,27,37,0.1364,0.0947,75.49
HiT,R10MIDDLE_EAST,Middle East,wind_onshore,Wind onshore,28,68,0.1363,0.121,142.44
HiT,R10MIDDLE_EAST,Middle East,wind_onshore,Wind onshore,29,32,0.1333,0.0948,60.31
HiT,R10MIDDLE_EAST,Middle East,wind_onshore,Wind onshore,30,45,0.1299,0.112,85.43
HiT,R10MIDDLE_EAST,Middle East,wind_onshore,Wind onshore,31,19,0.1133,0.0833,21.17
LoT,R10MIDDLE_EAST,Middle East,wind_offshore,Wind offshore,1,79,0.3897,0.1859,152.09
LoT,R10MIDDLE_EAST,Middle East,wind_offshore,Wind offshore,2,133,0.3004,0.2788,393.31
LoT,R10MIDDLE_EAST,Middle East,wind_offshore,Wind offshore,3,63,0.292,0.1532,168.92
HiT,R10MIDDLE_EAST,Middle East,wind_offshore,Wind offshore,1,31,0.4519,0.124,58.95
HiT,R10MIDDLE_EAST,Middle East,wind_offshore,Wind offshore,2,39,0.3742,0.1414,77.13
HiT,R10MIDDLE_EAST,Middle East,wind_offshore,Wind offshore,3,26,0.3427,0.1723,81.85
HiT,R10MIDDLE_EAST,Middle East,wind_offshore,Wind offshore,4,26,0.3399,0.1476,73.99
HiT,R10MIDDLE_EAST,Middle East,wind_offshore,Wind offshore,5,39,0.3222,0.1295,85.82
HiT,R10MIDDLE_EAST,Middle East,wind_offshore,Wind offshore,6,20,0.322,0.1214,76.16
HiT,R10MIDDLE_EAST,Middle East,wind_offshore,Wind offshore,7,20,0.3011,0.1278,39.31
HiT,R10MIDDLE_EAST,Middle East,wind_offshore,Wind offshore,8,24,0.2609,0.0839,83.09
HiT,R10MIDDLE_EAST,Middle East,wind_offshore,Wind offshore,9,15,0.2534,0.1065,58.93
HiT,R10MIDDLE_EAST,Middle East,wind_offshore,Wind offshore,10,13,0.2376,0.0997,45.06
HiT,R10MIDDLE_EAST,Middle East,wind_offshore,Wind offshore,11,9,0.2361,0.0979,16.01
HiT,R10MIDDLE_EAST,Middle East,wind_offshore,Wind offshore,12,13,0.1634,0.1108,18.0
LoT,R10NORTH_AM,North America,solar,Solar PV,1,1743,0.2659,0.0802,3042.97
LoT,R10NORTH_AM,North America,solar,Solar PV,2,2046,0.2124,0.0939,507.86
LoT,R10NORTH_AM,North America,solar,Solar PV,3,1488,0.1981,0.0886,1910.64
LoT,R10NORTH_AM,North America,solar,Solar PV,4,464,0.1889,0.0817,364.9
LoT,R10NORTH_AM,North America,solar,Solar PV,5,856,0.1474,0.0879,141.89
HiT,R10NORTH_AM,North America,solar,Solar PV,1,381,0.2868,0.0495,936.2
HiT,R10NORTH_AM,North America,solar,Solar PV,2,184,0.2742,0.0475,287.05
HiT,R10NORTH_AM,North America,solar,Solar PV,3,376,0.2697,0.0638,671.93
HiT,R10NORTH_AM,North America,solar,Solar PV,4,201,0.2692,0.0543,328.44
HiT,R10NORTH_AM,North America,solar,Solar PV,5,271,0.2485,0.0636,395.42
HiT,R10NORTH_AM,North America,solar,Solar PV,6,164,0.2276,0.0524,216.07
HiT,R10NORTH_AM,North America,solar,Solar PV,7,278,0.2235,0.0641,118.24
HiT,R10NORTH_AM,North America,solar,Solar PV,8,148,0.2219,0.057,167.08
HiT,R10NORTH_AM,North America,solar,Solar PV,9,186,0.2219,0.0627,108.21
HiT,R10NORTH_AM,North America,solar,Solar PV,10,130,0.2212,0.0529,54.64
HiT,R10NORTH_AM,North America,solar,Solar PV,11,166,0.2161,0.053,207.87
HiT,R10NORTH_AM,North America,solar,Solar PV,12,89,0.2101,0.0527,9.2
HiT,R10NORTH_AM,North America,solar,Solar PV,13,100,0.2069,0.0492,105.1
HiT,R10NORTH_AM,North America,solar,Solar PV,14,209,0.2056,0.0554,200.38
HiT,R10NORTH_AM,North America,solar,Solar PV,15,136,0.1997,0.0513,93.3
HiT,R10NORTH_AM,North America,solar,Solar PV,16,108,0.1993,0.051,58.67
HiT,R10NORTH_AM,North America,solar,Solar PV,17,140,0.1988,0.0563,496.14
HiT,R10NORTH_AM,North America,solar,Solar PV,18,115,0.1984,0.0531,102.35
HiT,R10NORTH_AM,North America,solar,Solar PV,19,109,0.1955,0.0566,154.96
HiT,R10NORTH_AM,North America,solar,Solar PV,20,119,0.1952,0.0568,7.23
HiT,R10NORTH_AM,North America,solar,Solar PV,21,76,0.1947,0.0429,135.07
HiT,R10NORTH_AM,North America,solar,Solar PV,22,141,0.1943,0.0597,97.93
HiT,R10NORTH_AM,North America,solar,Solar PV,23,120,0.1915,0.0584,161.18
HiT,R10NORTH_AM,North America,solar,Solar PV,24,119,0.1913,0.0536,281.21
HiT,R10NORTH_AM,North America,solar,Solar PV,25,105,0.1896,0.0571,130.9
HiT,R10NORTH_AM,North America,solar,Solar PV,26,83,0.1895,0.0508,118.54
HiT,R10NORTH_AM,North America,solar,Solar PV,27,111,0.186,0.0643,1.87
HiT,R10NORTH_AM,North America,solar,Solar PV,28,69,0.1855,0.0485,64.77
HiT,R10NORTH_AM,North America,solar,Solar PV,29,71,0.1844,0.0496,3.66
HiT,R10NORTH_AM,North America,solar,Solar PV,30,135,0.1809,0.0571,10.68
HiT,R10NORTH_AM,North America,solar,Solar PV,31,159,0.1805,0.0567,20.25
HiT,R10NORTH_AM,North America,solar,Solar PV,32,93,0.1789,0.0641,15.47
HiT,R10NORTH_AM,North America,solar,Solar PV,33,76,0.1767,0.0508,9.84
HiT,R10NORTH_AM,North America,solar,Solar PV,34,102,0.1755,0.0573,11.09
HiT,R10NORTH_AM,North America,solar,Solar PV,35,88,0.1749,0.0535,5.31
HiT,R10NORTH_AM,North America,solar,Solar PV,36,71,0.174,0.0473,1.96
HiT,R10NORTH_AM,North America,solar,Solar PV,37,132,0.1728,0.0552,12.09
HiT,R10NORTH_AM,North America,solar,Solar PV,38,46,0.1725,0.0519,3.99
HiT,R10NORTH_AM,North America,solar,Solar PV,39,84,0.1671,0.0541,3.54
HiT,R10NORTH_AM,North America,solar,Solar PV,40,76,0.1665,0.0585,2.11
HiT,R10NORTH_AM,North America,solar,Solar PV,41,83,0.1655,0.056,4.06
HiT,R10NORTH_AM,North America,solar,Solar PV,42,99,0.1647,0.0545,4.93
HiT,R10NORTH_AM,North America,solar,Solar PV,43,83,0.1643,0.0532,2.81
HiT,R10NORTH_AM,North America,solar,Solar PV,44,52,0.1625,0.0438,5.83
HiT,R10NORTH_AM,North America,solar,Solar PV,45,101,0.1583,0.0528,6.48
HiT,R10NORTH_AM,North America,solar,Solar PV,46,104,0.1581,0.0534,5.76
HiT,R10NORTH_AM,North America,solar,Solar PV,47,65,0.1558,0.0519,7.04
HiT,R10NORTH_AM,North America,solar,Solar PV,48,92,0.1534,0.0558,3.38
HiT,R10NORTH_AM,North America,solar,Solar PV,49,59,0.1497,0.0459,10.23
HiT,R10NORTH_AM,North America,solar,Solar PV,50,59,0.1487,0.0501,6.5
HiT,R10NORTH_AM,North America,solar,Solar PV,51,109,0.1482,0.0553,37.07
HiT,R10NORTH_AM,North America,solar,Solar PV,52,124,0.14,0.0603,64.22
LoT,R10NORTH_AM,North America,wind_onshore,Wind onshore,1,3807,0.3884,0.3167,2438.9
LoT,R10NORTH_AM,North America,wind_onshore,Wind onshore,2,1258,0.2652,0.2242,542.08
LoT,R10NORTH_AM,North America,wind_onshore,Wind onshore,3,397,0.1985,0.1648,49.97
LoT,R10NORTH_AM,North America,wind_onshore,Wind onshore,4,407,0.1597,0.1506,402.87
LoT,R10NORTH_AM,North America,wind_onshore,Wind onshore,5,278,0.152,0.1429,289.46
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,1,192,0.4992,0.2236,99.81
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,2,157,0.4927,0.2506,34.38
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,3,214,0.4579,0.2452,100.77
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,4,221,0.4434,0.2334,228.81
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,5,130,0.4409,0.2218,292.28
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,6,105,0.4359,0.2011,31.92
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,7,119,0.4247,0.2183,31.7
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,8,202,0.4078,0.2111,101.5
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,9,253,0.4057,0.2211,461.64
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,10,169,0.3889,0.2118,221.18
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,11,260,0.3767,0.2399,13.34
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,12,218,0.3752,0.2134,36.63
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,13,121,0.3547,0.2573,131.76
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,14,166,0.343,0.1935,31.19
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,15,85,0.3391,0.1688,68.54
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,16,182,0.3331,0.1813,72.9
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,17,217,0.3304,0.2003,47.09
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,18,106,0.3167,0.1864,127.11
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,19,130,0.3072,0.1543,12.64
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,20,154,0.3065,0.164,178.93
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,21,87,0.2996,0.1259,4.21
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,22,138,0.2963,0.2005,172.4
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,23,182,0.287,0.1697,37.52
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,24,85,0.2859,0.2225,158.16
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,25,155,0.2757,0.1538,16.06
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,26,81,0.2679,0.1454,8.55
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,27,152,0.2546,0.1389,7.99
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,28,96,0.2316,0.1122,41.82
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,29,102,0.2261,0.1295,13.88
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,30,76,0.223,0.1376,28.45
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,31,131,0.219,0.1361,11.96
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,32,80,0.2084,0.0967,23.86
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,33,82,0.2046,0.1337,94.06
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,34,177,0.2035,0.1087,58.37
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,35,108,0.1984,0.1325,36.16
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,36,92,0.1902,0.1257,17.3
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,37,97,0.184,0.1244,82.59
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,38,53,0.1748,0.1091,38.84
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,39,135,0.1692,0.1096,32.7
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,40,33,0.1609,0.0766,21.82
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,41,102,0.1528,0.1258,149.93
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,42,78,0.1501,0.1395,74.99
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,43,79,0.1438,0.2017,8.81
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,44,80,0.1431,0.092,96.27
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,45,34,0.1407,0.0774,0.88
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,46,38,0.1255,0.0886,5.95
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,47,76,0.125,0.0955,107.75
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,48,22,0.1211,0.0815,6.87
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,49,52,0.1186,0.0826,36.61
HiT,R10NORTH_AM,North America,wind_onshore,Wind onshore,50,43,0.1177,0.1201,4.42
LoT,R10NORTH_AM,North America,wind_offshore,Wind offshore,1,1023,0.5284,0.3505,5125.52
LoT,R10NORTH_AM,North America,wind_offshore,Wind offshore,2,617,0.4522,0.2941,3153.06
LoT,R10NORTH_AM,North America,wind_offshore,Wind offshore,3,422,0.3548,0.2615,2018.88
LoT,R10NORTH_AM,North America,wind_offshore,Wind offshore,4,470,0.329,0.2595,2265.61
HiT,R10NORTH_AM,North America,wind_offshore,Wind offshore,1,125,0.6474,0.2579,755.8
HiT,R10NORTH_AM,North America,wind_offshore,Wind offshore,2,138,0.62,0.2413,785.42
HiT,R10NORTH_AM,North America,wind_offshore,Wind offshore,3,76,0.5503,0.2136,388.96
HiT,R10NORTH_AM,North America,wind_offshore,Wind offshore,4,128,0.5341,0.2318,594.91
HiT,R10NORTH_AM,North America,wind_offshore,Wind offshore,5,83,0.5212,0.221,333.63
HiT,R10NORTH_AM,North America,wind_offshore,Wind offshore,6,74,0.5067,0.193,292.67
HiT,R10NORTH_AM,North America,wind_offshore,Wind offshore,7,180,0.5016,0.2708,985.59
HiT,R10NORTH_AM,North America,wind_offshore,Wind offshore,8,75,0.4821,0.1794,428.7
HiT,R10NORTH_AM,North America,wind_offshore,Wind offshore,9,118,0.4815,0.1962,744.27
HiT,R10NORTH_AM,North America,wind_offshore,Wind offshore,10,91,0.4671,0.251,576.3
HiT,R10NORTH_AM,North America,wind_offshore,Wind offshore,11,94,0.4415,0.1757,457.95
HiT,R10NORTH_AM,North America,wind_offshore,Wind offshore,12,45,0.4395,0.2021,188.88
HiT,R10NORTH_AM,North America,wind_offshore,Wind offshore,13,82,0.4384,0.1644,484.23
HiT,R10NORTH_AM,North America,wind_offshore,Wind offshore,14,53,0.4212,0.1507,293.74
HiT,R10NORTH_AM,North America,wind_offshore,Wind offshore,15,68,0.3974,0.158,357.98
HiT,R10NORTH_AM,North America,wind_offshore,Wind offshore,16,56,0.3904,0.177,235.03
HiT,R10NORTH_AM,North America,wind_offshore,Wind offshore,17,60,0.3903,0.1977,229.99
HiT,R10NORTH_AM,North America,wind_offshore,Wind offshore,18,24,0.3651,0.1772,151.42
HiT,R10NORTH_AM,North America,wind_offshore,Wind offshore,19,86,0.3615,0.1607,507.81
HiT,R10NORTH_AM,North America,wind_offshore,Wind offshore,20,38,0.3587,0.0887,226.75
HiT,R10NORTH_AM,North America,wind_offshore,Wind offshore,21,25,0.3546,0.1405,51.93
HiT,R10NORTH_AM,North America,wind_offshore,Wind offshore,22,32,0.3536,0.1242,62.03
HiT,R10NORTH_AM,North America,wind_offshore,Wind offshore,23,110,0.3533,0.1641,466.36
HiT,R10NORTH_AM,North America,wind_offshore,Wind offshore,24,91,0.3482,0.1789,386.74
HiT,R10NORTH_AM,North America,wind_offshore,Wind offshore,25,60,0.3448,0.1261,339.43
HiT,R10NORTH_AM,North America,wind_offshore,Wind offshore,26,53,0.3417,0.1578,93.53
HiT,R10NORTH_AM,North America,wind_offshore,Wind offshore,27,119,0.3382,0.1586,600.51
HiT,R10NORTH_AM,North America,wind_offshore,Wind offshore,28,82,0.3344,0.1528,349.44
HiT,R10NORTH_AM,North America,wind_offshore,Wind offshore,29,51,0.3148,0.1716,326.15
HiT,R10NORTH_AM,North America,wind_offshore,Wind offshore,30,62,0.3112,0.1612,281.74
HiT,R10NORTH_AM,North America,wind_offshore,Wind offshore,31,29,0.31,0.2255,104.93
HiT,R10NORTH_AM,North America,wind_offshore,Wind offshore,32,43,0.301,0.1963,129.19
HiT,R10NORTH_AM,North America,wind_offshore,Wind offshore,33,47,0.2892,0.1634,230.03
HiT,R10NORTH_AM,North America,wind_offshore,Wind offshore,34,34,0.286,0.1141,121.04
LoT,R10PAC_OECD,Pacific OECD,solar,Solar PV,1,573,0.2402,0.0526,1077.11
LoT,R10PAC_OECD,Pacific OECD,solar,Solar PV,2,1283,0.2354,0.061,2705.55
LoT,R10PAC_OECD,Pacific OECD,solar,Solar PV,3,334,0.1965,0.0666,277.06
LoT,R10PAC_OECD,Pacific OECD,solar,Solar PV,4,308,0.1828,0.0715,172.08
HiT,R10PAC_OECD,Pacific OECD,solar,Solar PV,1,144,0.2468,0.035,383.69
HiT,R10PAC_OECD,Pacific OECD,solar,Solar PV,2,167,0.2459,0.038,474.3
HiT,R10PAC_OECD,Pacific OECD,solar,Solar PV,3,87,0.2436,0.0435,147.01
HiT,R10PAC_OECD,Pacific OECD,solar,Solar PV,4,91,0.2407,0.038,49.25
HiT,R10PAC_OECD,Pacific OECD,solar,Solar PV,5,90,0.2386,0.0294,252.58
HiT,R10PAC_OECD,Pacific OECD,solar,Solar PV,6,180,0.236,0.0358,598.04
HiT,R10PAC_OECD,Pacific OECD,solar,Solar PV,7,142,0.2358,0.0342,426.55
HiT,R10PAC_OECD,Pacific OECD,solar,Solar PV,8,167,0.2355,0.038,524.82
HiT,R10PAC_OECD,Pacific OECD,solar,Solar PV,9,89,0.2354,0.0352,248.4
HiT,R10PAC_OECD,Pacific OECD,solar,Solar PV,10,60,0.2302,0.0283,182.92
HiT,R10PAC_OECD,Pacific OECD,solar,Solar PV,11,122,0.2301,0.0436,74.94
HiT,R10PAC_OECD,Pacific OECD,solar,Solar PV,12,71,0.2297,0.0348,13.29
HiT,R10PAC_OECD,Pacific OECD,solar,Solar PV,13,73,0.2294,0.0386,59.43
HiT,R10PAC_OECD,Pacific OECD,solar,Solar PV,14,77,0.2284,0.0412,15.45
HiT,R10PAC_OECD,Pacific OECD,solar,Solar PV,15,92,0.2258,0.0426,34.17
HiT,R10PAC_OECD,Pacific OECD,solar,Solar PV,16,106,0.2218,0.0465,32.87
HiT,R10PAC_OECD,Pacific OECD,solar,Solar PV,17,71,0.2216,0.037,79.22
HiT,R10PAC_OECD,Pacific OECD,solar,Solar PV,18,98,0.2189,0.0379,264.96
HiT,R10PAC_OECD,Pacific OECD,solar,Solar PV,19,56,0.2137,0.0346,51.26
HiT,R10PAC_OECD,Pacific OECD,solar,Solar PV,20,33,0.2013,0.0394,7.94
HiT,R10PAC_OECD,Pacific OECD,solar,Solar PV,21,84,0.1942,0.0437,42.4
HiT,R10PAC_OECD,Pacific OECD,solar,Solar PV,22,40,0.1858,0.0449,41.77
HiT,R10PAC_OECD,Pacific OECD,solar,Solar PV,23,48,0.1852,0.0416,15.87
HiT,R10PAC_OECD,Pacific OECD,solar,Solar PV,24,24,0.1845,0.0464,1.62
HiT,R10PAC_OECD,Pacific OECD,solar,Solar PV,25,61,0.1831,0.0524,68.73
HiT,R10PAC_OECD,Pacific OECD,solar,Solar PV,26,32,0.1814,0.0371,13.73
HiT,R10PAC_OECD,Pacific OECD,solar,Solar PV,27,34,0.1814,0.0408,13.64
HiT,R10PAC_OECD,Pacific OECD,solar,Solar PV,28,25,0.1761,0.0397,22.34
HiT,R10PAC_OECD,Pacific OECD,solar,Solar PV,29,16,0.1751,0.0333,1.02
HiT,R10PAC_OECD,Pacific OECD,solar,Solar PV,30,38,0.1716,0.0422,21.0
HiT,R10PAC_OECD,Pacific OECD,solar,Solar PV,31,25,0.1714,0.0421,24.9
HiT,R10PAC_OECD,Pacific OECD,solar,Solar PV,32,31,0.1705,0.0382,15.58
HiT,R10PAC_OECD,Pacific OECD,solar,Solar PV,33,24,0.1556,0.041,28.12
LoT,R10PAC_OECD,Pacific OECD,wind_onshore,Wind onshore,1,829,0.3884,0.2643,2521.57
LoT,R10PAC_OECD,Pacific OECD,wind_onshore,Wind onshore,2,694,0.3475,0.2484,1203.01
LoT,R10PAC_OECD,Pacific OECD,wind_onshore,Wind onshore,3,648,0.3264,0.2474,1021.86
LoT,R10PAC_OECD,Pacific OECD,wind_onshore,Wind onshore,4,320,0.2401,0.2837,621.69
HiT,R10PAC_OECD,Pacific OECD,wind_onshore,Wind onshore,1,117,0.4383,0.2025,205.42
HiT,R10PAC_OECD,Pacific OECD,wind_onshore,Wind onshore,2,43,0.4217,0.2222,14.95
HiT,R10PAC_OECD,Pacific OECD,wind_onshore,Wind onshore,3,73,0.4209,0.2199,241.42
HiT,R10PAC_OECD,Pacific OECD,wind_onshore,Wind onshore,4,127,0.4058,0.1892,438.49
HiT,R10PAC_OECD,Pacific OECD,wind_onshore,Wind onshore,5,117,0.4016,0.1782,470.79
HiT,R10PAC_OECD,Pacific OECD,wind_onshore,Wind onshore,6,79,0.3964,0.192,37.15
HiT,R10PAC_OECD,Pacific OECD,wind_onshore,Wind onshore,7,57,0.3934,0.179,10.13
HiT,R10PAC_OECD,Pacific OECD,wind_onshore,Wind onshore,8,87,0.3793,0.1679,328.39
HiT,R10PAC_OECD,Pacific OECD,wind_onshore,Wind onshore,9,167,0.3629,0.1891,600.08
HiT,R10PAC_OECD,Pacific OECD,wind_onshore,Wind onshore,10,97,0.3595,0.1673,268.06
HiT,R10PAC_OECD,Pacific OECD,wind_onshore,Wind onshore,11,140,0.3593,0.1634,573.69
HiT,R10PAC_OECD,Pacific OECD,wind_onshore,Wind onshore,12,43,0.3579,0.2361,8.05
HiT,R10PAC_OECD,Pacific OECD,wind_onshore,Wind onshore,13,140,0.3526,0.1749,468.68
HiT,R10PAC_OECD,Pacific OECD,wind_onshore,Wind onshore,14,100,0.3464,0.1539,185.19
HiT,R10PAC_OECD,Pacific OECD,wind_onshore,Wind onshore,15,90,0.3395,0.1744,174.42
HiT,R10PAC_OECD,Pacific OECD,wind_onshore,Wind onshore,16,50,0.3316,0.2199,77.49
HiT,R10PAC_OECD,Pacific OECD,wind_onshore,Wind onshore,17,82,0.3281,0.1776,108.32
HiT,R10PAC_OECD,Pacific OECD,wind_onshore,Wind onshore,18,84,0.328,0.1754,226.84
HiT,R10PAC_OECD,Pacific OECD,wind_onshore,Wind onshore,19,78,0.3034,0.252,98.03
HiT,R10PAC_OECD,Pacific OECD,wind_onshore,Wind onshore,20,40,0.3,0.1954,99.14
HiT,R10PAC_OECD,Pacific OECD,wind_onshore,Wind onshore,21,77,0.2862,0.141,67.41
HiT,R10PAC_OECD,Pacific OECD,wind_onshore,Wind onshore,22,61,0.2645,0.2434,138.77
HiT,R10PAC_OECD,Pacific OECD,wind_onshore,Wind onshore,23,55,0.2502,0.1861,160.59
HiT,R10PAC_OECD,Pacific OECD,wind_onshore,Wind onshore,24,50,0.244,0.1924,11.32
HiT,R10PAC_OECD,Pacific OECD,wind_onshore,Wind onshore,25,88,0.2327,0.1967,16.11
HiT,R10PAC_OECD,Pacific OECD,wind_onshore,Wind onshore,26,63,0.2274,0.1147,47.16
HiT,R10PAC_OECD,Pacific OECD,wind_onshore,Wind onshore,27,99,0.2079,0.1409,8.69
HiT,R10PAC_OECD,Pacific OECD,wind_onshore,Wind onshore,28,48,0.1998,0.1133,7.74
HiT,R10PAC_OECD,Pacific OECD,wind_onshore,Wind onshore,29,19,0.1945,0.1067,2.72
