outcome,climate,p25,p50,p75,n
cum_wind_twh,C1,-2.8318351546349754,-1.6455235297259088,0.22042494863172196,108
cum_wind_twh,C2,-1.0397338598457635,1.5717610988634783,5.498862460468847,108
cum_wind_twh,C3,3.673136505531107,5.557536582405147,7.555263761190763,108
cum_wind_twh,C4,0.9537555738686825,12.604387570109028,37.20692519533661,108
cum_wind_twh,C7,0.8264128049339513,27.587100978990456,65.45793076593748,96
cum_wind_twh,POOL,-0.48324781807781003,3.186644904265451,8.282863565877173,528
cum_solar_twh,C1,34.51560269627912,40.96866325591152,50.82891019810778,108
cum_solar_twh,C2,38.59413067044858,64.05477488862445,75.00064492393045,108
cum_solar_twh,C3,16.063202532743436,53.50502005253551,65.1286165164927,108
cum_solar_twh,C4,48.931528971183845,61.2426428008704,75.95180685071786,108
cum_solar_twh,C7,34.43258427530926,73.76458892793687,90.0,96
cum_solar_twh,POOL,33.855369387315285,55.05195869535151,73.1369841191526,528
npv_cost_bn,C1,-6.286571412254214,-4.97709603973969,-3.112732630993309,108
npv_cost_bn,C2,-8.735871676398832,-5.3742760273293735,-2.319802301682441,108
npv_cost_bn,C3,-4.898023525130085,-0.6603400670213893,4.654783048325982,108
npv_cost_bn,C4,-2.793111399961225,4.909468165852482,36.152249505938805,108
npv_cost_bn,C7,0.23351264679917344,14.66619206421623,37.44047407606669,96
npv_cost_bn,POOL,-5.492842222658565,-2.571443739611937,7.549566940034511,528
cum_emissions_mt,C1,-2.4734506078076373,-1.3493214360991068,-0.4631512566061321,108
cum_emissions_mt,C2,-7.553302704479791,-3.0863471144218653,-0.3593763261092485,108
cum_emissions_mt,C3,-14.605319347937215,-6.415288017939513,-1.5228764359970026,108
cum_emissions_mt,C4,-5.142643366077474,-2.685463400944382,-1.4428776734766138,108
cum_emissions_mt,C7,-58.91372885578232,-37.84076125335234,-15.462801454571046,96
cum_emissions_mt,POOL,-9.375150171874681,-3.09891836300815,-0.7652958882847825,528
