fuel,r10_region,region_label,ar6_category,category_label,year,median_price,q25_price,q75_price,unit,n_scenarios
biomass,R10NORTH_AM,North America,C3,Likely below 2°C,2040,1.46,1.13,2.31,USD2010/GJ,18
biomass,R10NORTH_AM,North America,C3,Likely below 2°C,2045,1.7,1.15,2.95,USD2010/GJ,18
biomass,R10NORTH_AM,North America,C3,Likely below 2°C,2050,1.93,1.11,3.58,USD2010/GJ,18
biomass,R10NORTH_AM,North America,C4,Below 2°C with lower probability,2020,1.0,1.0,1.0,USD2010/GJ,9
biomass,R10NORTH_AM,North America,C4,Below 2°C with lower probability,2025,1.21,1.0,1.21,USD2010/GJ,9
biomass,R10NORTH_AM,North America,C4,Below 2°C with lower probability,2030,1.21,1.03,1.21,USD2010/GJ,9
biomass,R10NORTH_AM,North America,C4,Below 2°C with lower probability,2035,1.08,1.02,1.15,USD2010/GJ,9
biomass,R10NORTH_AM,North America,C4,Below 2°C with lower probability,2040,1.2,1.11,1.45,USD2010/GJ,9
biomass,R10NORTH_AM,North America,C4,Below 2°C with lower probability,2045,1.75,1.51,1.97,USD2010/GJ,9
biomass,R10NORTH_AM,North America,C4,Below 2°C with lower probability,2050,2.27,1.92,2.41,USD2010/GJ,9
biomass,R10NORTH_AM,North America,C7,High-warming weak-policy (reference),2020,1.0,1.0,1.0,USD2010/GJ,7
biomass,R10NORTH_AM,North America,C7,High-warming weak-policy (reference),2025,1.05,0.99,1.09,USD2010/GJ,7
biomass,R10NORTH_AM,North America,C7,High-warming weak-policy (reference),2030,1.08,0.99,1.08,USD2010/GJ,7
biomass,R10NORTH_AM,North America,C7,High-warming weak-policy (reference),2035,1.06,1.04,1.15,USD2010/GJ,7
biomass,R10NORTH_AM,North America,C7,High-warming weak-policy (reference),2040,1.04,1.03,1.07,USD2010/GJ,7
biomass,R10NORTH_AM,North America,C7,High-warming weak-policy (reference),2045,1.07,1.04,1.07,USD2010/GJ,7
biomass,R10NORTH_AM,North America,C7,High-warming weak-policy (reference),2050,1.2,1.04,1.23,USD2010/GJ,7
biomass,R10PAC_OECD,Pacific OECD,C1,"1.5°C, no/limited overshoot",2020,1.0,1.0,1.0,USD2010/GJ,7
biomass,R10PAC_OECD,Pacific OECD,C1,"1.5°C, no/limited overshoot",2025,0.94,0.94,0.95,USD2010/GJ,7
biomass,R10PAC_OECD,Pacific OECD,C1,"1.5°C, no/limited overshoot",2030,0.93,0.92,0.93,USD2010/GJ,7
biomass,R10PAC_OECD,Pacific OECD,C1,"1.5°C, no/limited overshoot",2035,0.95,0.94,0.95,USD2010/GJ,7
biomass,R10PAC_OECD,Pacific OECD,C1,"1.5°C, no/limited overshoot",2040,0.96,0.96,0.97,USD2010/GJ,7
biomass,R10PAC_OECD,Pacific OECD,C1,"1.5°C, no/limited overshoot",2045,0.94,0.93,0.94,USD2010/GJ,7
biomass,R10PAC_OECD,Pacific OECD,C1,"1.5°C, no/limited overshoot",2050,0.92,0.89,0.95,USD2010/GJ,7
biomass,R10PAC_OECD,Pacific OECD,C2,"1.5°C, high overshoot",2020,1.0,1.0,1.0,USD2010/GJ,7
biomass,R10PAC_OECD,Pacific OECD,C2,"1.5°C, high overshoot",2025,0.93,0.92,0.93,USD2010/GJ,7
biomass,R10PAC_OECD,Pacific OECD,C2,"1.5°C, high overshoot",2030,0.93,0.92,0.94,USD2010/GJ,7
biomass,R10PAC_OECD,Pacific OECD,C2,"1.5°C, high overshoot",2035,0.93,0.91,0.95,USD2010/GJ,7
biomass,R10PAC_OECD,Pacific OECD,C2,"1.5°C, high overshoot",2040,0.96,0.94,0.98,USD2010/GJ,7
biomass,R10PAC_OECD,Pacific OECD,C2,"1.5°C, high overshoot",2045,1.01,0.99,1.03,USD2010/GJ,7
biomass,R10PAC_OECD,Pacific OECD,C2,"1.5°C, high overshoot",2050,1.07,1.05,1.09,USD2010/GJ,7
biomass,R10PAC_OECD,Pacific OECD,C3,Likely below 2°C,2020,1.0,1.0,1.0,USD2010/GJ,15
biomass,R10PAC_OECD,Pacific OECD,C3,Likely below 2°C,2025,0.94,0.92,1.16,USD2010/GJ,15
biomass,R10PAC_OECD,Pacific OECD,C3,Likely below 2°C,2030,0.93,0.91,0.99,USD2010/GJ,15
biomass,R10PAC_OECD,Pacific OECD,C3,Likely below 2°C,2035,0.94,0.92,1.34,USD2010/GJ,15
biomass,R10PAC_OECD,Pacific OECD,C3,Likely below 2°C,2040,0.95,0.93,1.48,USD2010/GJ,15
biomass,R10PAC_OECD,Pacific OECD,C3,Likely below 2°C,2045,0.99,0.95,1.81,USD2010/GJ,15
biomass,R10PAC_OECD,Pacific OECD,C3,Likely below 2°C,2050,1.04,1.0,2.28,USD2010/GJ,15
biomass,R10PAC_OECD,Pacific OECD,C4,Below 2°C with lower probability,2020,1.0,1.0,1.0,USD2010/GJ,8
biomass,R10PAC_OECD,Pacific OECD,C4,Below 2°C with lower probability,2025,1.22,1.15,1.28,USD2010/GJ,8
biomass,R10PAC_OECD,Pacific OECD,C4,Below 2°C with lower probability,2030,1.01,0.96,1.03,USD2010/GJ,8
biomass,R10PAC_OECD,Pacific OECD,C4,Below 2°C with lower probability,2035,1.12,1.08,1.17,USD2010/GJ,8
biomass,R10PAC_OECD,Pacific OECD,C4,Below 2°C with lower probability,2040,1.06,1.05,1.12,USD2010/GJ,8
biomass,R10PAC_OECD,Pacific OECD,C4,Below 2°C with lower probability,2045,1.22,1.13,1.3,USD2010/GJ,8
biomass,R10PAC_OECD,Pacific OECD,C4,Below 2°C with lower probability,2050,1.5,1.42,1.66,USD2010/GJ,8
biomass,R10PAC_OECD,Pacific OECD,C7,High-warming weak-policy (reference),2020,1.0,1.0,1.0,USD2010/GJ,7
biomass,R10PAC_OECD,Pacific OECD,C7,High-warming weak-policy (reference),2025,1.01,1.01,1.08,USD2010/GJ,7
biomass,R10PAC_OECD,Pacific OECD,C7,High-warming weak-policy (reference),2030,0.99,0.98,1.01,USD2010/GJ,7
biomass,R10PAC_OECD,Pacific OECD,C7,High-warming weak-policy (reference),2035,0.97,0.95,1.0,USD2010/GJ,7
biomass,R10PAC_OECD,Pacific OECD,C7,High-warming weak-policy (reference),2040,0.92,0.9,0.97,USD2010/GJ,7
biomass,R10PAC_OECD,Pacific OECD,C7,High-warming weak-policy (reference),2045,0.95,0.86,1.01,USD2010/GJ,7
biomass,R10PAC_OECD,Pacific OECD,C7,High-warming weak-policy (reference),2050,1.02,0.86,1.1,USD2010/GJ,7
biomass,R10REF_ECON,Reforming Economies,C1,"1.5°C, no/limited overshoot",2020,1.0,1.0,1.0,USD2010/GJ,7
biomass,R10REF_ECON,Reforming Economies,C1,"1.5°C, no/limited overshoot",2025,1.0,1.0,1.01,USD2010/GJ,7
biomass,R10REF_ECON,Reforming Economies,C1,"1.5°C, no/limited overshoot",2030,1.02,1.0,1.03,USD2010/GJ,7
biomass,R10REF_ECON,Reforming Economies,C1,"1.5°C, no/limited overshoot",2035,1.08,1.05,1.09,USD2010/GJ,7
biomass,R10REF_ECON,Reforming Economies,C1,"1.5°C, no/limited overshoot",2040,1.11,1.1,1.11,USD2010/GJ,7
biomass,R10REF_ECON,Reforming Economies,C1,"1.5°C, no/limited overshoot",2045,1.14,1.13,1.15,USD2010/GJ,7
biomass,R10REF_ECON,Reforming Economies,C1,"1.5°C, no/limited overshoot",2050,1.17,1.15,1.17,USD2010/GJ,7
biomass,R10REF_ECON,Reforming Economies,C2,"1.5°C, high overshoot",2020,1.0,1.0,1.0,USD2010/GJ,7
biomass,R10REF_ECON,Reforming Economies,C2,"1.5°C, high overshoot",2025,1.0,1.0,1.01,USD2010/GJ,7
biomass,R10REF_ECON,Reforming Economies,C2,"1.5°C, high overshoot",2030,1.02,1.01,1.02,USD2010/GJ,7
biomass,R10REF_ECON,Reforming Economies,C2,"1.5°C, high overshoot",2035,1.05,1.04,1.05,USD2010/GJ,7
biomass,R10REF_ECON,Reforming Economies,C2,"1.5°C, high overshoot",2040,1.09,1.08,1.1,USD2010/GJ,7
biomass,R10REF_ECON,Reforming Economies,C2,"1.5°C, high overshoot",2045,1.16,1.13,1.17,USD2010/GJ,7
biomass,R10REF_ECON,Reforming Economies,C2,"1.5°C, high overshoot",2050,1.22,1.18,1.23,USD2010/GJ,7
biomass,R10REF_ECON,Reforming Economies,C3,Likely below 2°C,2020,1.0,1.0,1.0,USD2010/GJ,18
biomass,R10REF_ECON,Reforming Economies,C3,Likely below 2°C,2025,1.0,0.99,1.06,USD2010/GJ,18
biomass,R10REF_ECON,Reforming Economies,C3,Likely below 2°C,2030,1.01,0.99,1.26,USD2010/GJ,18
biomass,R10REF_ECON,Reforming Economies,C3,Likely below 2°C,2035,1.28,1.07,1.59,USD2010/GJ,18
biomass,R10REF_ECON,Reforming Economies,C3,Likely below 2°C,2040,1.38,1.08,2.23,USD2010/GJ,18
biomass,R10REF_ECON,Reforming Economies,C3,Likely below 2°C,2045,1.62,1.11,2.67,USD2010/GJ,18
biomass,R10REF_ECON,Reforming Economies,C3,Likely below 2°C,2050,1.88,1.16,3.22,USD2010/GJ,18
biomass,R10REF_ECON,Reforming Economies,C4,Below 2°C with lower probability,2020,1.0,1.0,1.0,USD2010/GJ,8
biomass,R10REF_ECON,Reforming Economies,C4,Below 2°C with lower probability,2025,0.95,0.94,0.97,USD2010/GJ,8
biomass,R10REF_ECON,Reforming Economies,C4,Below 2°C with lower probability,2030,1.05,0.95,1.16,USD2010/GJ,8
biomass,R10REF_ECON,Reforming Economies,C4,Below 2°C with lower probability,2035,1.28,1.18,1.32,USD2010/GJ,8
biomass,R10REF_ECON,Reforming Economies,C4,Below 2°C with lower probability,2040,1.33,1.28,1.42,USD2010/GJ,8
biomass,R10REF_ECON,Reforming Economies,C4,Below 2°C with lower probability,2045,1.62,1.55,1.7,USD2010/GJ,8
biomass,R10REF_ECON,Reforming Economies,C4,Below 2°C with lower probability,2050,2.04,1.9,2.25,USD2010/GJ,8
biomass,R10REF_ECON,Reforming Economies,C7,High-warming weak-policy (reference),2020,1.0,1.0,1.0,USD2010/GJ,10
biomass,R10REF_ECON,Reforming Economies,C7,High-warming weak-policy (reference),2025,0.99,0.99,1.07,USD2010/GJ,10
biomass,R10REF_ECON,Reforming Economies,C7,High-warming weak-policy (reference),2030,0.99,0.99,1.07,USD2010/GJ,10
biomass,R10REF_ECON,Reforming Economies,C7,High-warming weak-policy (reference),2035,1.04,0.99,1.07,USD2010/GJ,10
biomass,R10REF_ECON,Reforming Economies,C7,High-warming weak-policy (reference),2040,1.05,1.02,1.07,USD2010/GJ,10
biomass,R10REF_ECON,Reforming Economies,C7,High-warming weak-policy (reference),2045,1.07,1.06,1.09,USD2010/GJ,10
biomass,R10REF_ECON,Reforming Economies,C7,High-warming weak-policy (reference),2050,1.09,1.08,1.19,USD2010/GJ,10
biomass,R10REST_ASIA,Rest of Asia,C1,"1.5°C, no/limited overshoot",2020,1.0,1.0,1.0,USD2010/GJ,7
biomass,R10REST_ASIA,Rest of Asia,C1,"1.5°C, no/limited overshoot",2025,0.97,0.97,0.97,USD2010/GJ,7
biomass,R10REST_ASIA,Rest of Asia,C1,"1.5°C, no/limited overshoot",2030,0.94,0.93,0.94,USD2010/GJ,7
biomass,R10REST_ASIA,Rest of Asia,C1,"1.5°C, no/limited overshoot",2035,0.93,0.92,0.94,USD2010/GJ,7
biomass,R10REST_ASIA,Rest of Asia,C1,"1.5°C, no/limited overshoot",2040,0.94,0.93,0.97,USD2010/GJ,7
biomass,R10REST_ASIA,Rest of Asia,C1,"1.5°C, no/limited overshoot",2045,0.93,0.9,0.95,USD2010/GJ,7
biomass,R10REST_ASIA,Rest of Asia,C1,"1.5°C, no/limited overshoot",2050,0.91,0.88,0.97,USD2010/GJ,7
biomass,R10REST_ASIA,Rest of Asia,C2,"1.5°C, high overshoot",2020,1.0,1.0,1.0,USD2010/GJ,7
biomass,R10REST_ASIA,Rest of Asia,C2,"1.5°C, high overshoot",2025,0.97,0.96,0.97,USD2010/GJ,7
biomass,R10REST_ASIA,Rest of Asia,C2,"1.5°C, high overshoot",2030,0.94,0.94,0.94,USD2010/GJ,7
biomass,R10REST_ASIA,Rest of Asia,C2,"1.5°C, high overshoot",2035,0.91,0.91,0.93,USD2010/GJ,7
biomass,R10REST_ASIA,Rest of Asia,C2,"1.5°C, high overshoot",2040,0.94,0.94,0.97,USD2010/GJ,7
biomass,R10REST_ASIA,Rest of Asia,C2,"1.5°C, high overshoot",2045,0.99,0.98,1.03,USD2010/GJ,7
biomass,R10REST_ASIA,Rest of Asia,C2,"1.5°C, high overshoot",2050,1.04,1.03,1.08,USD2010/GJ,7
biomass,R10REST_ASIA,Rest of Asia,C3,Likely below 2°C,2020,1.0,1.0,1.0,USD2010/GJ,15
biomass,R10REST_ASIA,Rest of Asia,C3,Likely below 2°C,2025,0.97,0.97,1.1,USD2010/GJ,15
biomass,R10REST_ASIA,Rest of Asia,C3,Likely below 2°C,2030,0.95,0.95,1.19,USD2010/GJ,15
biomass,R10REST_ASIA,Rest of Asia,C3,Likely below 2°C,2035,0.92,0.92,1.7,USD2010/GJ,15
biomass,R10REST_ASIA,Rest of Asia,C3,Likely below 2°C,2040,0.95,0.91,2.11,USD2010/GJ,15
biomass,R10REST_ASIA,Rest of Asia,C3,Likely below 2°C,2045,0.99,0.95,2.63,USD2010/GJ,15
biomass,R10REST_ASIA,Rest of Asia,C3,Likely below 2°C,2050,1.04,0.99,3.27,USD2010/GJ,15
biomass,R10REST_ASIA,Rest of Asia,C4,Below 2°C with lower probability,2020,1.0,1.0,1.0,USD2010/GJ,8
biomass,R10REST_ASIA,Rest of Asia,C4,Below 2°C with lower probability,2025,1.1,1.09,1.1,USD2010/GJ,8
biomass,R10REST_ASIA,Rest of Asia,C4,Below 2°C with lower probability,2030,1.13,1.1,1.18,USD2010/GJ,8
biomass,R10REST_ASIA,Rest of Asia,C4,Below 2°C with lower probability,2035,1.34,1.24,1.46,USD2010/GJ,8
biomass,R10REST_ASIA,Rest of Asia,C4,Below 2°C with lower probability,2040,1.5,1.39,1.61,USD2010/GJ,8
biomass,R10REST_ASIA,Rest of Asia,C4,Below 2°C with lower probability,2045,1.82,1.81,1.93,USD2010/GJ,8
biomass,R10REST_ASIA,Rest of Asia,C4,Below 2°C with lower probability,2050,2.2,2.07,2.42,USD2010/GJ,8
biomass,R10REST_ASIA,Rest of Asia,C7,High-warming weak-policy (reference),2020,1.0,1.0,1.0,USD2010/GJ,7
biomass,R10REST_ASIA,Rest of Asia,C7,High-warming weak-policy (reference),2025,0.97,0.97,1.05,USD2010/GJ,7
biomass,R10REST_ASIA,Rest of Asia,C7,High-warming weak-policy (reference),2030,0.95,0.95,1.06,USD2010/GJ,7
biomass,R10REST_ASIA,Rest of Asia,C7,High-warming weak-policy (reference),2035,0.93,0.92,0.98,USD2010/GJ,7
biomass,R10REST_ASIA,Rest of Asia,C7,High-warming weak-policy (reference),2040,0.89,0.89,0.96,USD2010/GJ,7
biomass,R10REST_ASIA,Rest of Asia,C7,High-warming weak-policy (reference),2045,0.88,0.85,0.99,USD2010/GJ,7
biomass,R10REST_ASIA,Rest of Asia,C7,High-warming weak-policy (reference),2050,0.95,0.87,1.1,USD2010/GJ,7
coal,R10AFRICA,Africa,C1,"1.5°C, no/limited overshoot",2020,1.0,1.0,1.0,USD2010/GJ,20
coal,R10AFRICA,Africa,C1,"1.5°C, no/limited overshoot",2025,4.08,3.4,10.6,USD2010/GJ,20
coal,R10AFRICA,Africa,C1,"1.5°C, no/limited overshoot",2030,9.22,4.63,14.79,USD2010/GJ,20
coal,R10AFRICA,Africa,C1,"1.5°C, no/limited overshoot",2035,17.05,4.22,18.74,USD2010/GJ,20
coal,R10AFRICA,Africa,C1,"1.5°C, no/limited overshoot",2040,23.37,4.72,24.63,USD2010/GJ,20
coal,R10AFRICA,Africa,C1,"1.5°C, no/limited overshoot",2045,28.77,3.99,30.24,USD2010/GJ,20
coal,R10AFRICA,Africa,C1,"1.5°C, no/limited overshoot",2050,33.13,3.88,35.23,USD2010/GJ,18
coal,R10AFRICA,Africa,C2,"1.5°C, high overshoot",2020,1.0,1.0,1.0,USD2010/GJ,18
coal,R10AFRICA,Africa,C2,"1.5°C, high overshoot",2025,2.66,2.32,3.1,USD2010/GJ,18
coal,R10AFRICA,Africa,C2,"1.5°C, high overshoot",2030,3.33,2.92,5.01,USD2010/GJ,18
coal,R10AFRICA,Africa,C2,"1.5°C, high overshoot",2035,4.62,3.81,10.6,USD2010/GJ,18
coal,R10AFRICA,Africa,C2,"1.5°C, high overshoot",2040,4.83,3.44,13.38,USD2010/GJ,18
coal,R10AFRICA,Africa,C2,"1.5°C, high overshoot",2045,5.53,3.04,12.57,USD2010/GJ,17
coal,R10AFRICA,Africa,C2,"1.5°C, high overshoot",2050,3.7,3.38,6.81,USD2010/GJ,15
coal,R10AFRICA,Africa,C3,Likely below 2°C,2020,1.0,1.0,1.0,USD2010/GJ,69
coal,R10AFRICA,Africa,C3,Likely below 2°C,2025,3.37,2.32,4.68,USD2010/GJ,69
coal,R10AFRICA,Africa,C3,Likely below 2°C,2030,5.19,2.89,9.61,USD2010/GJ,69
coal,R10AFRICA,Africa,C3,Likely below 2°C,2035,9.64,3.6,14.65,USD2010/GJ,69
coal,R10AFRICA,Africa,C3,Likely below 2°C,2040,12.01,3.26,19.88,USD2010/GJ,69
coal,R10AFRICA,Africa,C3,Likely below 2°C,2045,11.15,2.94,24.26,USD2010/GJ,69
coal,R10AFRICA,Africa,C3,Likely below 2°C,2050,5.57,3.21,28.8,USD2010/GJ,63
coal,R10AFRICA,Africa,C4,Below 2°C with lower probability,2020,1.0,1.0,1.0,USD2010/GJ,27
coal,R10AFRICA,Africa,C4,Below 2°C with lower probability,2025,4.22,1.72,4.68,USD2010/GJ,27
coal,R10AFRICA,Africa,C4,Below 2°C with lower probability,2030,6.45,2.49,9.6,USD2010/GJ,27
coal,R10AFRICA,Africa,C4,Below 2°C with lower probability,2035,6.79,2.98,8.33,USD2010/GJ,27
coal,R10AFRICA,Africa,C4,Below 2°C with lower probability,2040,9.44,4.45,11.39,USD2010/GJ,27
coal,R10AFRICA,Africa,C4,Below 2°C with lower probability,2045,10.97,4.36,13.87,USD2010/GJ,27
coal,R10AFRICA,Africa,C4,Below 2°C with lower probability,2050,12.0,3.97,16.08,USD2010/GJ,27
coal,R10AFRICA,Africa,C7,High-warming weak-policy (reference),2020,1.0,1.0,1.0,USD2010/GJ,14
coal,R10AFRICA,Africa,C7,High-warming weak-policy (reference),2025,1.08,1.07,1.09,USD2010/GJ,14
coal,R10AFRICA,Africa,C7,High-warming weak-policy (reference),2030,1.2,1.15,1.26,USD2010/GJ,14
coal,R10AFRICA,Africa,C7,High-warming weak-policy (reference),2035,1.34,1.22,1.49,USD2010/GJ,14
coal,R10AFRICA,Africa,C7,High-warming weak-policy (reference),2040,1.52,1.29,1.79,USD2010/GJ,14
coal,R10AFRICA,Africa,C7,High-warming weak-policy (reference),2045,1.46,1.35,1.89,USD2010/GJ,14
coal,R10AFRICA,Africa,C7,High-warming weak-policy (reference),2050,1.57,1.4,2.04,USD2010/GJ,14
coal,R10CHINA+,China,C1,"1.5°C, no/limited overshoot",2020,1.0,1.0,1.0,USD2010/GJ,20
coal,R10CHINA+,China,C1,"1.5°C, no/limited overshoot",2025,3.11,2.87,5.39,USD2010/GJ,20
coal,R10CHINA+,China,C1,"1.5°C, no/limited overshoot",2030,6.81,3.73,10.67,USD2010/GJ,20
coal,R10CHINA+,China,C1,"1.5°C, no/limited overshoot",2035,12.57,4.64,12.86,USD2010/GJ,20
coal,R10CHINA+,China,C1,"1.5°C, no/limited overshoot",2040,16.81,3.6,17.56,USD2010/GJ,20
coal,R10CHINA+,China,C1,"1.5°C, no/limited overshoot",2045,21.14,3.56,21.82,USD2010/GJ,20
coal,R10CHINA+,China,C1,"1.5°C, no/limited overshoot",2050,23.55,3.48,25.36,USD2010/GJ,20
coal,R10CHINA+,China,C2,"1.5°C, high overshoot",2020,1.0,1.0,1.0,USD2010/GJ,17
coal,R10CHINA+,China,C2,"1.5°C, high overshoot",2025,0.6,0.56,2.28,USD2010/GJ,17
coal,R10CHINA+,China,C2,"1.5°C, high overshoot",2030,1.12,0.97,2.58,USD2010/GJ,17
coal,R10CHINA+,China,C2,"1.5°C, high overshoot",2035,3.66,3.57,3.9,USD2010/GJ,17
coal,R10CHINA+,China,C2,"1.5°C, high overshoot",2040,4.36,3.66,5.58,USD2010/GJ,17
coal,R10CHINA+,China,C2,"1.5°C, high overshoot",2045,4.31,4.14,5.0,USD2010/GJ,17
coal,R10CHINA+,China,C2,"1.5°C, high overshoot",2050,4.17,3.29,4.86,USD2010/GJ,17
coal,R10CHINA+,China,C3,Likely below 2°C,2020,1.0,1.0,1.0,USD2010/GJ,70
coal,R10CHINA+,China,C3,Likely below 2°C,2025,1.39,1.04,2.25,USD2010/GJ,70
coal,R10CHINA+,China,C3,Likely below 2°C,2030,1.36,1.08,2.39,USD2010/GJ,70
coal,R10CHINA+,China,C3,Likely below 2°C,2035,3.77,2.37,8.96,USD2010/GJ,70
coal,R10CHINA+,China,C3,Likely below 2°C,2040,5.36,2.77,12.57,USD2010/GJ,70
coal,R10CHINA+,China,C3,Likely below 2°C,2045,4.94,2.81,15.39,USD2010/GJ,70
coal,R10CHINA+,China,C3,Likely below 2°C,2050,4.09,2.52,16.97,USD2010/GJ,70
coal,R10CHINA+,China,C4,Below 2°C with lower probability,2020,1.0,1.0,1.0,USD2010/GJ,27
coal,R10CHINA+,China,C4,Below 2°C with lower probability,2025,1.04,1.04,1.77,USD2010/GJ,27
coal,R10CHINA+,China,C4,Below 2°C with lower probability,2030,1.25,1.08,3.38,USD2010/GJ,27
coal,R10CHINA+,China,C4,Below 2°C with lower probability,2035,4.86,2.81,5.78,USD2010/GJ,27
coal,R10CHINA+,China,C4,Below 2°C with lower probability,2040,6.53,5.48,7.84,USD2010/GJ,27
coal,R10CHINA+,China,C4,Below 2°C with lower probability,2045,7.96,5.42,9.44,USD2010/GJ,27
coal,R10CHINA+,China,C4,Below 2°C with lower probability,2050,8.59,4.93,10.3,USD2010/GJ,27
coal,R10CHINA+,China,C7,High-warming weak-policy (reference),2020,1.0,1.0,1.0,USD2010/GJ,17
coal,R10CHINA+,China,C7,High-warming weak-policy (reference),2025,1.04,1.04,1.09,USD2010/GJ,17
coal,R10CHINA+,China,C7,High-warming weak-policy (reference),2030,1.11,1.08,1.17,USD2010/GJ,17
coal,R10CHINA+,China,C7,High-warming weak-policy (reference),2035,1.21,1.12,1.22,USD2010/GJ,17
coal,R10CHINA+,China,C7,High-warming weak-policy (reference),2040,1.23,1.17,1.26,USD2010/GJ,17
coal,R10CHINA+,China,C7,High-warming weak-policy (reference),2045,1.24,1.19,1.27,USD2010/GJ,17
coal,R10CHINA+,China,C7,High-warming weak-policy (reference),2050,1.25,1.24,1.38,USD2010/GJ,17
coal,R10EUROPE,Europe,C1,"1.5°C, no/limited overshoot",2020,1.0,1.0,1.0,USD2010/GJ,20
coal,R10EUROPE,Europe,C1,"1.5°C, no/limited overshoot",2025,3.91,1.08,4.53,USD2010/GJ,20
coal,R10EUROPE,Europe,C1,"1.5°C, no/limited overshoot",2030,6.49,3.75,7.02,USD2010/GJ,20
coal,R10EUROPE,Europe,C1,"1.5°C, no/limited overshoot",2035,8.13,4.04,12.98,USD2010/GJ,20
coal,R10EUROPE,Europe,C1,"1.5°C, no/limited overshoot",2040,9.48,3.74,18.11,USD2010/GJ,20
coal,R10EUROPE,Europe,C1,"1.5°C, no/limited overshoot",2045,11.01,4.73,22.58,USD2010/GJ,20
coal,R10EUROPE,Europe,C1,"1.5°C, no/limited overshoot",2050,12.07,5.37,26.18,USD2010/GJ,20
coal,R10EUROPE,Europe,C2,"1.5°C, high overshoot",2020,1.0,1.0,1.0,USD2010/GJ,16
coal,R10EUROPE,Europe,C2,"1.5°C, high overshoot",2025,2.35,1.16,3.27,USD2010/GJ,16
coal,R10EUROPE,Europe,C2,"1.5°C, high overshoot",2030,2.55,2.28,3.04,USD2010/GJ,16
coal,R10EUROPE,Europe,C2,"1.5°C, high overshoot",2035,3.61,3.44,7.68,USD2010/GJ,16
coal,R10EUROPE,Europe,C2,"1.5°C, high overshoot",2040,3.8,3.52,9.21,USD2010/GJ,16
coal,R10EUROPE,Europe,C2,"1.5°C, high overshoot",2045,4.22,3.85,6.02,USD2010/GJ,16
coal,R10EUROPE,Europe,C2,"1.5°C, high overshoot",2050,4.91,4.65,5.8,USD2010/GJ,16
coal,R10EUROPE,Europe,C3,Likely below 2°C,2020,1.0,1.0,1.0,USD2010/GJ,70
coal,R10EUROPE,Europe,C3,Likely below 2°C,2025,2.35,1.64,2.76,USD2010/GJ,70
coal,R10EUROPE,Europe,C3,Likely below 2°C,2030,3.15,2.28,3.52,USD2010/GJ,70
coal,R10EUROPE,Europe,C3,Likely below 2°C,2035,3.54,2.76,5.27,USD2010/GJ,70
coal,R10EUROPE,Europe,C3,Likely below 2°C,2040,4.18,2.66,6.9,USD2010/GJ,70
coal,R10EUROPE,Europe,C3,Likely below 2°C,2045,4.38,2.9,8.02,USD2010/GJ,70
coal,R10EUROPE,Europe,C3,Likely below 2°C,2050,4.8,3.72,8.79,USD2010/GJ,70
coal,R10EUROPE,Europe,C4,Below 2°C with lower probability,2020,1.0,1.0,1.0,USD2010/GJ,28
coal,R10EUROPE,Europe,C4,Below 2°C with lower probability,2025,1.95,1.64,2.13,USD2010/GJ,28
coal,R10EUROPE,Europe,C4,Below 2°C with lower probability,2030,3.18,2.52,3.24,USD2010/GJ,28
coal,R10EUROPE,Europe,C4,Below 2°C with lower probability,2035,2.98,2.64,3.7,USD2010/GJ,28
coal,R10EUROPE,Europe,C4,Below 2°C with lower probability,2040,3.78,3.29,4.44,USD2010/GJ,28
coal,R10EUROPE,Europe,C4,Below 2°C with lower probability,2045,4.44,3.26,5.19,USD2010/GJ,28
coal,R10EUROPE,Europe,C4,Below 2°C with lower probability,2050,4.8,3.04,5.69,USD2010/GJ,28
coal,R10EUROPE,Europe,C7,High-warming weak-policy (reference),2020,1.0,1.0,1.0,USD2010/GJ,15
coal,R10EUROPE,Europe,C7,High-warming weak-policy (reference),2025,1.02,1.02,1.05,USD2010/GJ,15
coal,R10EUROPE,Europe,C7,High-warming weak-policy (reference),2030,1.06,1.04,1.12,USD2010/GJ,15
coal,R10EUROPE,Europe,C7,High-warming weak-policy (reference),2035,1.07,1.06,1.18,USD2010/GJ,15
coal,R10EUROPE,Europe,C7,High-warming weak-policy (reference),2040,1.08,1.02,1.2,USD2010/GJ,15
coal,R10EUROPE,Europe,C7,High-warming weak-policy (reference),2045,1.1,1.0,1.27,USD2010/GJ,15
coal,R10EUROPE,Europe,C7,High-warming weak-policy (reference),2050,1.12,0.98,1.32,USD2010/GJ,15
coal,R10INDIA+,India,C1,"1.5°C, no/limited overshoot",2020,1.0,1.0,1.0,USD2010/GJ,20
coal,R10INDIA+,India,C1,"1.5°C, no/limited overshoot",2025,5.18,4.94,8.62,USD2010/GJ,20
coal,R10INDIA+,India,C1,"1.5°C, no/limited overshoot",2030,7.86,6.34,13.59,USD2010/GJ,20
coal,R10INDIA+,India,C1,"1.5°C, no/limited overshoot",2035,14.58,6.9,15.21,USD2010/GJ,20
coal,R10INDIA+,India,C1,"1.5°C, no/limited overshoot",2040,20.22,6.08,20.46,USD2010/GJ,20
coal,R10INDIA+,India,C1,"1.5°C, no/limited overshoot",2045,25.33,5.27,25.4,USD2010/GJ,20
coal,R10INDIA+,India,C1,"1.5°C, no/limited overshoot",2050,27.99,5.44,29.49,USD2010/GJ,20
