technology,iea_region,year,capex_lo,capex_mid,capex_hi,fixed_om,efficiency,capacity_factor,unit
en_gas_fuelcell,ieapg_russia,2050,2500.0,2500.0,2500.0,75.0,0.6,,USD2022/kW
en_gas_fuelcell,ieapg_united_states,2022,5000.0,5000.0,5000.0,100.0,0.46,,USD2022/kW
en_gas_fuelcell,ieapg_united_states,2030,2500.0,2500.0,2500.0,50.0,0.54,,USD2022/kW
en_gas_fuelcell,ieapg_united_states,2050,2500.0,2500.0,2500.0,50.0,0.6,,USD2022/kW
en_gas_turbine,ieapg_africa,2022,400.0,400.0,400.0,20.0,0.38,,USD2022/kW
en_gas_turbine,ieapg_africa,2030,400.0,400.0,400.0,20.0,0.39,,USD2022/kW
en_gas_turbine,ieapg_africa,2050,400.0,400.0,400.0,20.0,0.41,,USD2022/kW
en_gas_turbine,ieapg_brazil,2022,400.0,400.0,400.0,20.0,0.38,,USD2022/kW
en_gas_turbine,ieapg_brazil,2030,400.0,400.0,400.0,20.0,0.39,,USD2022/kW
en_gas_turbine,ieapg_brazil,2050,400.0,400.0,400.0,20.0,0.41,,USD2022/kW
en_gas_turbine,ieapg_china,2022,350.0,350.0,350.0,20.0,0.38,,USD2022/kW
en_gas_turbine,ieapg_china,2030,350.0,350.0,350.0,20.0,0.39,,USD2022/kW
en_gas_turbine,ieapg_china,2050,350.0,350.0,350.0,20.0,0.41,,USD2022/kW
en_gas_turbine,ieapg_european_union,2022,500.0,500.0,500.0,20.0,0.4,,USD2022/kW
en_gas_turbine,ieapg_european_union,2030,500.0,500.0,500.0,20.0,0.41,,USD2022/kW
en_gas_turbine,ieapg_european_union,2050,500.0,500.0,500.0,20.0,0.42,,USD2022/kW
en_gas_turbine,ieapg_india,2022,400.0,400.0,400.0,20.0,0.38,,USD2022/kW
en_gas_turbine,ieapg_india,2030,400.0,400.0,400.0,20.0,0.39,,USD2022/kW
en_gas_turbine,ieapg_india,2050,400.0,400.0,400.0,20.0,0.41,,USD2022/kW
en_gas_turbine,ieapg_japan,2022,500.0,500.0,500.0,20.0,0.4,,USD2022/kW
en_gas_turbine,ieapg_japan,2030,500.0,500.0,500.0,20.0,0.41,,USD2022/kW
en_gas_turbine,ieapg_japan,2050,500.0,500.0,500.0,20.0,0.42,,USD2022/kW
en_gas_turbine,ieapg_middle_east,2022,450.0,450.0,450.0,25.0,0.38,,USD2022/kW
en_gas_turbine,ieapg_middle_east,2030,450.0,450.0,450.0,25.0,0.39,,USD2022/kW
en_gas_turbine,ieapg_middle_east,2050,450.0,450.0,450.0,25.0,0.41,,USD2022/kW
en_gas_turbine,ieapg_russia,2022,450.0,450.0,450.0,25.0,0.38,,USD2022/kW
en_gas_turbine,ieapg_russia,2030,450.0,450.0,450.0,25.0,0.39,,USD2022/kW
en_gas_turbine,ieapg_russia,2050,450.0,450.0,450.0,25.0,0.41,,USD2022/kW
en_gas_turbine,ieapg_united_states,2022,500.0,500.0,500.0,20.0,0.4,,USD2022/kW
en_gas_turbine,ieapg_united_states,2030,500.0,500.0,500.0,20.0,0.41,,USD2022/kW
en_gas_turbine,ieapg_united_states,2050,500.0,500.0,500.0,20.0,0.42,,USD2022/kW
en_geothermal,ieapg_africa,2022,3050.0,3050.0,3050.0,60.0,0.1,0.8,USD2022/kW
en_geothermal,ieapg_africa,2030,2623.0,2900.0,3103.0,60.0,0.1,0.8,USD2022/kW
en_geothermal,ieapg_africa,2050,2293.1,2700.0,2960.3,55.0,0.1,0.8,USD2022/kW
en_geothermal,ieapg_china,2022,2300.0,2300.0,2300.0,45.0,0.1,0.5,USD2022/kW
en_geothermal,ieapg_china,2030,1989.9,2200.0,2354.0,45.0,0.1,0.5,USD2022/kW
en_geothermal,ieapg_china,2050,1698.6,2000.0,2192.8,40.0,0.1,0.5,USD2022/kW
en_geothermal,ieapg_european_union,2022,2850.0,2850.0,2850.0,55.0,0.1,0.85,USD2022/kW
en_geothermal,ieapg_european_union,2030,2487.4,2750.0,2942.5,55.0,0.1,0.85,USD2022/kW
en_geothermal,ieapg_european_union,2050,2165.7,2550.0,2795.8,50.0,0.1,0.85,USD2022/kW
en_geothermal,ieapg_india,2022,3600.0,3600.0,3600.0,70.0,0.1,0.5,USD2022/kW
en_geothermal,ieapg_india,2030,3120.5,3450.0,3691.5,70.0,0.1,0.5,USD2022/kW
en_geothermal,ieapg_india,2050,2717.8,3200.0,3508.5,65.0,0.1,0.5,USD2022/kW
en_geothermal,ieapg_japan,2022,2800.0,2800.0,2800.0,55.0,0.1,0.6,USD2022/kW
en_geothermal,ieapg_japan,2030,2442.2,2700.0,2889.0,55.0,0.1,0.6,USD2022/kW
en_geothermal,ieapg_japan,2050,2123.2,2500.0,2741.0,50.0,0.1,0.6,USD2022/kW
en_geothermal,ieapg_middle_east,2022,2200.0,2200.0,2200.0,45.0,0.1,0.8,USD2022/kW
en_geothermal,ieapg_middle_east,2030,1899.4,2100.0,2247.0,40.0,0.1,0.8,USD2022/kW
en_geothermal,ieapg_middle_east,2050,1698.6,2000.0,2192.8,40.0,0.1,0.8,USD2022/kW
en_geothermal,ieapg_russia,2022,2200.0,2200.0,2200.0,45.0,0.1,0.65,USD2022/kW
en_geothermal,ieapg_russia,2030,1899.4,2100.0,2247.0,40.0,0.1,0.65,USD2022/kW
en_geothermal,ieapg_russia,2050,1656.1,1950.0,2138.0,40.0,0.1,0.65,USD2022/kW
en_geothermal,ieapg_united_states,2022,2150.0,2150.0,2150.0,45.0,0.1,0.6,USD2022/kW
en_geothermal,ieapg_united_states,2030,1899.4,2100.0,2247.0,40.0,0.1,0.6,USD2022/kW
en_geothermal,ieapg_united_states,2050,1656.1,1950.0,2138.0,40.0,0.1,0.6,USD2022/kW
en_hydro_large,ieapg_africa,2022,2100.0,2100.0,2100.0,50.0,1.0,0.5,USD2022/kW
en_hydro_large,ieapg_africa,2030,1534.9,2100.0,2584.0,50.0,1.0,0.5,USD2022/kW
en_hydro_large,ieapg_africa,2050,1889.8,2100.0,3498.0,50.0,1.0,0.5,USD2022/kW
en_hydro_large,ieapg_brazil,2022,2100.0,2100.0,2100.0,55.0,1.0,0.5,USD2022/kW
en_hydro_large,ieapg_brazil,2030,1534.9,2100.0,2584.0,50.0,1.0,0.5,USD2022/kW
en_hydro_large,ieapg_brazil,2050,1889.8,2100.0,3498.0,50.0,1.0,0.5,USD2022/kW
en_hydro_large,ieapg_china,2022,1600.0,1600.0,1600.0,40.0,1.0,0.35,USD2022/kW
en_hydro_large,ieapg_china,2030,1169.4,1600.0,1968.8,40.0,1.0,0.35,USD2022/kW
en_hydro_large,ieapg_china,2050,1439.8,1600.0,2665.1,40.0,1.0,0.35,USD2022/kW
en_hydro_large,ieapg_european_union,2022,2650.0,2650.0,2650.0,60.0,1.0,0.4,USD2022/kW
en_hydro_large,ieapg_european_union,2030,1936.9,2650.0,3260.8,60.0,1.0,0.4,USD2022/kW
en_hydro_large,ieapg_european_union,2050,2384.7,2650.0,4414.1,60.0,1.0,0.4,USD2022/kW
en_hydro_large,ieapg_india,2022,2000.0,2000.0,2000.0,50.0,1.0,0.4,USD2022/kW
en_hydro_large,ieapg_india,2030,1461.8,2000.0,2461.0,50.0,1.0,0.4,USD2022/kW
en_hydro_large,ieapg_india,2050,1799.8,2000.0,3331.4,50.0,1.0,0.4,USD2022/kW
en_hydro_large,ieapg_japan,2022,2400.0,2400.0,2400.0,60.0,1.0,0.5,USD2022/kW
en_hydro_large,ieapg_japan,2030,1754.2,2400.0,2953.2,60.0,1.0,0.5,USD2022/kW
en_hydro_large,ieapg_japan,2050,2159.8,2400.0,3997.7,60.0,1.0,0.5,USD2022/kW
en_hydro_large,ieapg_middle_east,2022,2150.0,2150.0,2150.0,55.0,1.0,0.2,USD2022/kW
en_hydro_large,ieapg_middle_east,2030,1571.4,2150.0,2645.6,55.0,1.0,0.2,USD2022/kW
en_hydro_large,ieapg_middle_east,2050,1934.8,2150.0,3581.3,50.0,1.0,0.2,USD2022/kW
en_hydro_large,ieapg_russia,2022,2050.0,2050.0,2050.0,50.0,1.0,0.4,USD2022/kW
en_hydro_large,ieapg_russia,2030,1498.3,2050.0,2522.5,50.0,1.0,0.4,USD2022/kW
en_hydro_large,ieapg_russia,2050,1844.8,2050.0,3414.7,50.0,1.0,0.4,USD2022/kW
en_hydro_large,ieapg_united_states,2022,2700.0,2700.0,2700.0,65.0,1.0,0.4,USD2022/kW
en_hydro_large,ieapg_united_states,2030,1973.4,2700.0,3322.4,65.0,1.0,0.4,USD2022/kW
en_hydro_large,ieapg_united_states,2050,2429.7,2700.0,4497.4,65.0,1.0,0.4,USD2022/kW
en_hydro_small,ieapg_africa,2022,3300.0,3300.0,3300.0,65.0,1.0,0.5,USD2022/kW
en_hydro_small,ieapg_africa,2030,3300.0,3300.0,3300.0,65.0,1.0,0.5,USD2022/kW
en_hydro_small,ieapg_africa,2050,3250.0,3250.0,3250.0,65.0,1.0,0.5,USD2022/kW
en_hydro_small,ieapg_brazil,2022,3350.0,3350.0,3350.0,65.0,1.0,0.5,USD2022/kW
en_hydro_small,ieapg_brazil,2030,3350.0,3350.0,3350.0,65.0,1.0,0.5,USD2022/kW
en_hydro_small,ieapg_brazil,2050,3350.0,3350.0,3350.0,65.0,1.0,0.5,USD2022/kW
en_hydro_small,ieapg_china,2022,2000.0,2000.0,2000.0,40.0,1.0,0.35,USD2022/kW
en_hydro_small,ieapg_china,2030,2000.0,2000.0,2000.0,40.0,1.0,0.35,USD2022/kW
en_hydro_small,ieapg_china,2050,2000.0,2000.0,2000.0,40.0,1.0,0.35,USD2022/kW
en_hydro_small,ieapg_european_union,2022,3900.0,3900.0,3900.0,80.0,1.0,0.25,USD2022/kW
en_hydro_small,ieapg_european_union,2030,3900.0,3900.0,3900.0,80.0,1.0,0.25,USD2022/kW
en_hydro_small,ieapg_european_union,2050,3900.0,3900.0,3900.0,80.0,1.0,0.25,USD2022/kW
en_hydro_small,ieapg_india,2022,3050.0,3050.0,3050.0,60.0,1.0,0.35,USD2022/kW
en_hydro_small,ieapg_india,2030,3050.0,3050.0,3050.0,60.0,1.0,0.35,USD2022/kW
en_hydro_small,ieapg_india,2050,3050.0,3050.0,3050.0,60.0,1.0,0.35,USD2022/kW
en_hydro_small,ieapg_japan,2022,3550.0,3550.0,3550.0,70.0,1.0,0.2,USD2022/kW
en_hydro_small,ieapg_japan,2030,3550.0,3550.0,3550.0,70.0,1.0,0.2,USD2022/kW
en_hydro_small,ieapg_japan,2050,3550.0,3550.0,3550.0,70.0,1.0,0.2,USD2022/kW
en_hydro_small,ieapg_middle_east,2022,3400.0,3400.0,3400.0,70.0,1.0,0.15,USD2022/kW
en_hydro_small,ieapg_middle_east,2030,3400.0,3400.0,3400.0,70.0,1.0,0.15,USD2022/kW
en_hydro_small,ieapg_middle_east,2050,3400.0,3400.0,3400.0,70.0,1.0,0.15,USD2022/kW
en_hydro_small,ieapg_russia,2022,3500.0,3500.0,3500.0,70.0,1.0,0.4,USD2022/kW
en_hydro_small,ieapg_russia,2030,3500.0,3500.0,3500.0,70.0,1.0,0.4,USD2022/kW
en_hydro_small,ieapg_russia,2050,3500.0,3500.0,3500.0,70.0,1.0,0.4,USD2022/kW
en_hydro_small,ieapg_united_states,2022,4050.0,4050.0,4050.0,80.0,1.0,0.3,USD2022/kW
en_hydro_small,ieapg_united_states,2030,4050.0,4050.0,4050.0,80.0,1.0,0.3,USD2022/kW
en_hydro_small,ieapg_united_states,2050,4050.0,4050.0,4050.0,80.0,1.0,0.3,USD2022/kW
en_nuclear,ieapg_africa,2022,3398.8,4000.0,6216.0,170.0,,,USD2022/kW
en_nuclear,ieapg_africa,2030,3398.8,4000.0,6216.0,170.0,,,USD2022/kW
en_nuclear,ieapg_africa,2050,2268.4,4000.0,7339.6,170.0,,,USD2022/kW
en_nuclear,ieapg_brazil,2022,3398.8,4000.0,6216.0,170.0,,,USD2022/kW
en_nuclear,ieapg_brazil,2030,3398.8,4000.0,6216.0,170.0,,,USD2022/kW
en_nuclear,ieapg_brazil,2050,2268.4,4000.0,7339.6,170.0,,,USD2022/kW
en_nuclear,ieapg_china,2022,2379.2,2800.0,4351.2,120.0,,,USD2022/kW
en_nuclear,ieapg_china,2030,2379.2,2800.0,4351.2,120.0,,,USD2022/kW
en_nuclear,ieapg_china,2050,1417.8,2500.0,4587.2,120.0,,,USD2022/kW
en_nuclear,ieapg_european_union,2022,5608.0,6600.0,10256.4,160.0,,,USD2022/kW
en_nuclear,ieapg_european_union,2030,4333.5,5100.0,7925.4,160.0,,,USD2022/kW
en_nuclear,ieapg_european_union,2050,2552.0,4500.0,8257.0,160.0,,,USD2022/kW
en_nuclear,ieapg_india,2022,2379.2,2800.0,4351.2,140.0,,,USD2022/kW
en_nuclear,ieapg_india,2030,2379.2,2800.0,4351.2,140.0,,,USD2022/kW
en_nuclear,ieapg_india,2050,1587.9,2800.0,5137.7,140.0,,,USD2022/kW
en_nuclear,ieapg_japan,2022,3568.7,4200.0,6526.8,225.0,,,USD2022/kW
en_nuclear,ieapg_japan,2030,3398.8,4000.0,6216.0,225.0,,,USD2022/kW
en_nuclear,ieapg_japan,2050,2268.4,4000.0,7339.6,225.0,,,USD2022/kW
en_nuclear,ieapg_middle_east,2022,2974.0,3500.0,5439.0,160.0,,,USD2022/kW
en_nuclear,ieapg_middle_east,2030,2974.0,3500.0,5439.0,160.0,,,USD2022/kW
en_nuclear,ieapg_middle_east,2050,1984.8,3500.0,6422.2,160.0,,,USD2022/kW
en_nuclear,ieapg_russia,2022,3228.9,3800.0,5905.2,160.0,,,USD2022/kW
en_nuclear,ieapg_russia,2030,3228.9,3800.0,5905.2,160.0,,,USD2022/kW
en_nuclear,ieapg_russia,2050,2155.0,3800.0,6972.6,160.0,,,USD2022/kW
en_nuclear,ieapg_united_states,2022,4248.5,5000.0,7770.0,175.0,,,USD2022/kW
en_nuclear,ieapg_united_states,2030,4078.6,4800.0,7459.2,175.0,,,USD2022/kW
en_nuclear,ieapg_united_states,2050,2552.0,4500.0,8257.0,175.0,,,USD2022/kW
en_nuclear_smr,ieapg_africa,2030,5347.2,8041.7,10567.6,113.3,,,USD2022/kW
en_nuclear_smr,ieapg_africa,2035,3412.1,6989.3,10714.0,120.9,,,USD2022/kW
en_nuclear_smr,ieapg_africa,2040,2648.2,5665.6,9040.0,120.9,,,USD2022/kW
en_nuclear_smr,ieapg_africa,2045,2393.5,4871.3,7924.0,120.9,,,USD2022/kW
en_nuclear_smr,ieapg_africa,2050,2138.9,4341.9,7086.9,120.9,,,USD2022/kW
en_nuclear_smr,ieapg_brazil,2030,5347.2,8041.7,10567.6,113.3,,,USD2022/kW
en_nuclear_smr,ieapg_brazil,2035,3412.1,6989.3,10714.0,120.9,,,USD2022/kW
en_nuclear_smr,ieapg_brazil,2040,2648.2,5665.6,9040.0,120.9,,,USD2022/kW
en_nuclear_smr,ieapg_brazil,2045,2393.5,4871.3,7924.0,120.9,,,USD2022/kW
en_nuclear_smr,ieapg_brazil,2050,2138.9,4341.9,7086.9,120.9,,,USD2022/kW
en_nuclear_smr,ieapg_china,2030,3743.1,5629.2,7397.3,79.3,,,USD2022/kW
en_nuclear_smr,ieapg_china,2035,2132.6,4368.3,6696.3,75.6,,,USD2022/kW
en_nuclear_smr,ieapg_china,2040,1655.1,3541.0,5650.0,75.6,,,USD2022/kW
en_nuclear_smr,ieapg_china,2045,1495.9,3044.6,4952.5,75.6,,,USD2022/kW
en_nuclear_smr,ieapg_china,2050,1336.8,2713.7,4429.3,75.6,,,USD2022/kW
en_nuclear_smr,ieapg_european_union,2030,6817.7,10253.1,13473.7,144.5,,,USD2022/kW
en_nuclear_smr,ieapg_european_union,2035,3838.6,7863.0,12053.3,136.0,,,USD2022/kW
en_nuclear_smr,ieapg_european_union,2040,2979.2,6373.8,10170.0,136.0,,,USD2022/kW
en_nuclear_smr,ieapg_european_union,2045,2692.7,5480.2,8914.5,136.0,,,USD2022/kW
en_nuclear_smr,ieapg_european_union,2050,2406.3,4884.6,7972.8,136.0,,,USD2022/kW
en_nuclear_smr,ieapg_india,2030,3743.1,5629.2,7397.3,79.3,,,USD2022/kW
en_nuclear_smr,ieapg_india,2035,2388.5,4892.5,7499.8,84.6,,,USD2022/kW
en_nuclear_smr,ieapg_india,2040,1853.7,3965.9,6328.0,84.6,,,USD2022/kW
en_nuclear_smr,ieapg_india,2045,1675.5,3409.9,5546.8,84.6,,,USD2022/kW
en_nuclear_smr,ieapg_india,2050,1497.3,3039.3,4960.9,84.6,,,USD2022/kW
en_nuclear_smr,ieapg_japan,2030,5347.2,8041.7,10567.6,113.3,,,USD2022/kW
en_nuclear_smr,ieapg_japan,2035,3412.1,6989.3,10714.0,120.9,,,USD2022/kW
en_nuclear_smr,ieapg_japan,2040,2648.2,5665.6,9040.0,120.9,,,USD2022/kW
en_nuclear_smr,ieapg_japan,2045,2393.5,4871.3,7924.0,120.9,,,USD2022/kW
en_nuclear_smr,ieapg_japan,2050,2138.9,4341.9,7086.9,120.9,,,USD2022/kW
en_nuclear_smr,ieapg_middle_east,2030,4678.8,7036.5,9246.6,99.2,,,USD2022/kW
en_nuclear_smr,ieapg_middle_east,2035,2985.6,6115.7,9374.8,105.8,,,USD2022/kW
en_nuclear_smr,ieapg_middle_east,2040,2317.2,4957.4,7910.0,105.8,,,USD2022/kW
en_nuclear_smr,ieapg_middle_east,2045,2094.3,4262.4,6933.5,105.8,,,USD2022/kW
en_nuclear_smr,ieapg_middle_east,2050,1871.6,3799.1,6201.1,105.8,,,USD2022/kW
en_nuclear_smr,ieapg_russia,2030,5079.9,7639.6,10039.2,107.7,,,USD2022/kW
en_nuclear_smr,ieapg_russia,2035,3241.5,6639.9,10178.3,114.8,,,USD2022/kW
en_nuclear_smr,ieapg_russia,2040,2515.8,5382.3,8588.0,114.8,,,USD2022/kW
en_nuclear_smr,ieapg_russia,2045,2273.8,4627.7,7527.8,114.8,,,USD2022/kW
en_nuclear_smr,ieapg_russia,2050,2032.0,4124.8,6732.6,114.8,,,USD2022/kW
en_nuclear_smr,ieapg_united_states,2030,6416.7,9650.0,12681.1,136.0,,,USD2022/kW
en_nuclear_smr,ieapg_united_states,2035,3838.6,7863.0,12053.3,136.0,,,USD2022/kW
en_nuclear_smr,ieapg_united_states,2040,2979.2,6373.8,10170.0,136.0,,,USD2022/kW
en_nuclear_smr,ieapg_united_states,2045,2692.7,5480.2,8914.5,136.0,,,USD2022/kW
en_nuclear_smr,ieapg_united_states,2050,2406.3,4884.6,7972.8,136.0,,,USD2022/kW
en_solar_csp,ieapg_africa,2022,5050.0,5050.0,5050.0,200.0,0.4,0.3,USD2022/kW
en_solar_csp,ieapg_africa,2030,3578.2,4450.0,6796.9,180.0,0.4,0.36,USD2022/kW
en_solar_csp,ieapg_africa,2050,2439.8,3450.0,6126.9,140.0,0.4,0.42,USD2022/kW
en_solar_csp,ieapg_brazil,2022,5350.0,5350.0,5350.0,210.0,0.4,0.28,USD2022/kW
en_solar_csp,ieapg_brazil,2030,3739.1,4650.0,7102.4,190.0,0.4,0.34,USD2022/kW
en_solar_csp,ieapg_brazil,2050,2439.8,3450.0,6126.9,140.0,0.4,0.4,USD2022/kW
en_solar_csp,ieapg_china,2022,4900.0,4900.0,4900.0,200.0,0.4,0.28,USD2022/kW
en_solar_csp,ieapg_china,2030,3377.2,4200.0,6415.1,170.0,0.4,0.34,USD2022/kW
en_solar_csp,ieapg_china,2050,2298.4,3250.0,5771.7,130.0,0.4,0.4,USD2022/kW
en_solar_csp,ieapg_european_union,2022,5650.0,5650.0,5650.0,230.0,0.4,0.3,USD2022/kW
en_solar_csp,ieapg_european_union,2030,3980.3,4950.0,7560.6,200.0,0.4,0.36,USD2022/kW
en_solar_csp,ieapg_european_union,2050,2722.7,3850.0,6837.2,150.0,0.4,0.42,USD2022/kW
en_solar_csp,ieapg_india,2022,5700.0,5700.0,5700.0,230.0,0.4,0.26,USD2022/kW
en_solar_csp,ieapg_india,2030,4020.5,5000.0,7637.0,200.0,0.4,0.3,USD2022/kW
en_solar_csp,ieapg_india,2050,2687.4,3800.0,6748.4,150.0,0.4,0.36,USD2022/kW
en_solar_csp,ieapg_middle_east,2022,5250.0,5250.0,5250.0,210.0,0.4,0.3,USD2022/kW
en_solar_csp,ieapg_middle_east,2030,3618.4,4500.0,6873.3,180.0,0.4,0.36,USD2022/kW
en_solar_csp,ieapg_middle_east,2050,2404.5,3400.0,6038.1,140.0,0.4,0.42,USD2022/kW
en_solar_csp,ieapg_united_states,2022,6500.0,6500.0,6500.0,260.0,0.4,0.28,USD2022/kW
en_solar_csp,ieapg_united_states,2030,4704.0,5850.0,8935.3,230.0,0.4,0.34,USD2022/kW
en_solar_csp,ieapg_united_states,2050,3217.8,4550.0,8080.3,180.0,0.4,0.4,USD2022/kW
en_solar_pv,ieapg_africa,2022,1420.0,1420.0,1420.0,22.0,1.0,0.22,USD2022/kW
en_solar_pv,ieapg_africa,2030,761.8,850.0,972.1,20.0,1.0,0.23,USD2022/kW
en_solar_pv,ieapg_africa,2050,477.8,580.0,760.4,18.0,1.0,0.23,USD2022/kW
en_solar_pv,ieapg_brazil,2022,750.0,750.0,750.0,12.0,1.0,0.2,USD2022/kW
en_solar_pv,ieapg_brazil,2030,412.3,460.0,526.1,10.0,1.0,0.21,USD2022/kW
en_solar_pv,ieapg_brazil,2050,271.9,330.0,432.7,10.0,1.0,0.21,USD2022/kW
en_solar_pv,ieapg_china,2022,720.0,720.0,720.0,12.0,1.0,0.13,USD2022/kW
en_solar_pv,ieapg_china,2030,385.4,430.0,491.8,10.0,1.0,0.13,USD2022/kW
en_solar_pv,ieapg_china,2050,247.1,300.0,393.3,10.0,1.0,0.14,USD2022/kW
en_solar_pv,ieapg_european_union,2022,990.0,990.0,990.0,14.0,1.0,0.14,USD2022/kW
en_solar_pv,ieapg_european_union,2030,555.6,620.0,709.1,14.0,1.0,0.14,USD2022/kW
en_solar_pv,ieapg_european_union,2050,370.7,450.0,590.0,12.0,1.0,0.14,USD2022/kW
en_solar_pv,ieapg_india,2022,640.0,640.0,640.0,10.0,1.0,0.2,USD2022/kW
en_solar_pv,ieapg_india,2030,349.5,390.0,446.0,8.0,1.0,0.21,USD2022/kW
en_solar_pv,ieapg_india,2050,222.4,270.0,354.0,8.0,1.0,0.22,USD2022/kW
en_solar_pv,ieapg_japan,2022,1910.0,1910.0,1910.0,28.0,1.0,0.14,USD2022/kW
en_solar_pv,ieapg_japan,2030,1120.2,1250.0,1429.6,26.0,1.0,0.14,USD2022/kW
en_solar_pv,ieapg_japan,2050,774.4,940.0,1232.4,24.0,1.0,0.14,USD2022/kW
en_solar_pv,ieapg_middle_east,2022,620.0,620.0,620.0,10.0,1.0,0.25,USD2022/kW
en_solar_pv,ieapg_middle_east,2030,322.6,360.0,411.7,8.0,1.0,0.25,USD2022/kW
en_solar_pv,ieapg_middle_east,2050,206.0,250.0,327.8,8.0,1.0,0.26,USD2022/kW
en_solar_pv,ieapg_russia,2022,1710.0,1710.0,1710.0,26.0,1.0,0.13,USD2022/kW
en_solar_pv,ieapg_russia,2030,976.9,1090.0,1246.6,24.0,1.0,0.13,USD2022/kW
en_solar_pv,ieapg_russia,2050,634.3,770.0,1009.5,22.0,1.0,0.14,USD2022/kW
en_solar_pv,ieapg_united_states,2022,1120.0,1120.0,1120.0,16.0,1.0,0.21,USD2022/kW
en_solar_pv,ieapg_united_states,2030,618.4,690.0,789.2,16.0,1.0,0.22,USD2022/kW
en_solar_pv,ieapg_united_states,2050,395.4,480.0,629.3,16.0,1.0,0.23,USD2022/kW
en_wind_offshore,ieapg_africa,2022,3742.8,4260.0,5172.9,105.0,1.0,0.37,USD2022/kW
en_wind_offshore,ieapg_africa,2030,2101.8,2880.0,4493.1,80.0,1.0,0.4,USD2022/kW
en_wind_offshore,ieapg_africa,2050,1724.5,2080.0,2526.4,65.0,1.0,0.43,USD2022/kW
en_wind_offshore,ieapg_brazil,2022,3901.0,4440.0,5391.5,110.0,1.0,0.48,USD2022/kW
en_wind_offshore,ieapg_brazil,2030,2189.4,3000.0,4680.3,80.0,1.0,0.52,USD2022/kW
en_wind_offshore,ieapg_brazil,2050,1790.9,2160.0,2623.5,65.0,1.0,0.55,USD2022/kW
en_wind_offshore,ieapg_china,2022,2477.7,2820.0,3424.3,70.0,1.0,0.33,USD2022/kW
en_wind_offshore,ieapg_china,2030,1372.0,1880.0,2933.0,50.0,1.0,0.39,USD2022/kW
en_wind_offshore,ieapg_china,2050,1177.3,1420.0,1724.7,45.0,1.0,0.43,USD2022/kW
en_wind_offshore,ieapg_european_union,2022,3004.8,3420.0,4152.9,70.0,1.0,0.5,USD2022/kW
en_wind_offshore,ieapg_european_union,2030,1663.9,2280.0,3557.0,50.0,1.0,0.56,USD2022/kW
en_wind_offshore,ieapg_european_union,2050,1442.6,1740.0,2113.4,45.0,1.0,0.59,USD2022/kW
en_wind_offshore,ieapg_india,2022,2688.5,3060.0,3715.8,75.0,1.0,0.33,USD2022/kW
en_wind_offshore,ieapg_india,2030,1503.4,2060.0,3213.8,55.0,1.0,0.37,USD2022/kW
en_wind_offshore,ieapg_india,2050,1243.6,1500.0,1821.9,45.0,1.0,0.39,USD2022/kW
en_wind_offshore,ieapg_japan,2022,5833.9,6640.0,8063.0,165.0,1.0,0.41,USD2022/kW
en_wind_offshore,ieapg_japan,2030,3050.6,4180.0,6521.2,115.0,1.0,0.44,USD2022/kW
en_wind_offshore,ieapg_japan,2050,2620.0,3160.0,3838.1,95.0,1.0,0.46,USD2022/kW
en_wind_offshore,ieapg_middle_east,2022,3865.8,4400.0,5342.9,110.0,1.0,0.34,USD2022/kW
en_wind_offshore,ieapg_middle_east,2030,2189.4,3000.0,4680.3,80.0,1.0,0.37,USD2022/kW
en_wind_offshore,ieapg_middle_east,2050,1807.4,2180.0,2647.8,65.0,1.0,0.39,USD2022/kW
en_wind_offshore,ieapg_russia,2022,4041.6,4600.0,5585.8,115.0,1.0,0.39,USD2022/kW
en_wind_offshore,ieapg_russia,2030,2277.0,3120.0,4867.5,85.0,1.0,0.42,USD2022/kW
en_wind_offshore,ieapg_russia,2050,1890.3,2280.0,2769.3,70.0,1.0,0.44,USD2022/kW
en_wind_offshore,ieapg_united_states,2022,3567.1,4060.0,4930.1,120.0,1.0,0.42,USD2022/kW
en_wind_offshore,ieapg_united_states,2030,1839.1,2520.0,3931.5,90.0,1.0,0.46,USD2022/kW
en_wind_offshore,ieapg_united_states,2050,1575.3,1900.0,2307.7,70.0,1.0,0.49,USD2022/kW
en_wind_onshore,ieapg_africa,2022,1950.0,1950.0,1950.0,48.0,1.0,0.32,USD2022/kW
en_wind_onshore,ieapg_africa,2030,1743.8,1830.0,2050.1,46.0,1.0,0.34,USD2022/kW
en_wind_onshore,ieapg_africa,2050,1576.6,1740.0,2116.9,44.0,1.0,0.35,USD2022/kW
en_wind_onshore,ieapg_brazil,2022,1050.0,1050.0,1050.0,26.0,1.0,0.44,USD2022/kW
en_wind_onshore,ieapg_brazil,2030,952.9,1000.0,1120.3,26.0,1.0,0.44,USD2022/kW
en_wind_onshore,ieapg_brazil,2050,860.8,950.0,1155.8,24.0,1.0,0.44,USD2022/kW
en_wind_onshore,ieapg_china,2022,1100.0,1100.0,1100.0,28.0,1.0,0.26,USD2022/kW
en_wind_onshore,ieapg_china,2030,991.0,1040.0,1165.1,26.0,1.0,0.27,USD2022/kW
en_wind_onshore,ieapg_china,2050,906.1,1000.0,1216.6,26.0,1.0,0.28,USD2022/kW
en_wind_onshore,ieapg_european_union,2022,1750.0,1750.0,1750.0,46.0,1.0,0.29,USD2022/kW
en_wind_onshore,ieapg_european_union,2030,1591.3,1670.0,1870.9,42.0,1.0,0.3,USD2022/kW
