fuel,r10_region,region_label,ar6_category,category_label,year,median_price,q25_price,q75_price,unit,n_scenarios
biomass,R10NORTH_AM,North America,C4,Below 2°C with lower probability,2045,2.56,2.09,4.26,USD2010/GJ,57
biomass,R10NORTH_AM,North America,C4,Below 2°C with lower probability,2050,5.52,3.95,7.06,USD2010/GJ,63
biomass,R10NORTH_AM,North America,C7,High-warming weak-policy (reference),2020,2.38,0.94,6.33,USD2010/GJ,47
biomass,R10NORTH_AM,North America,C7,High-warming weak-policy (reference),2025,4.18,1.31,5.17,USD2010/GJ,43
biomass,R10NORTH_AM,North America,C7,High-warming weak-policy (reference),2030,4.57,2.07,6.71,USD2010/GJ,48
biomass,R10NORTH_AM,North America,C7,High-warming weak-policy (reference),2035,4.31,2.41,6.49,USD2010/GJ,43
biomass,R10NORTH_AM,North America,C7,High-warming weak-policy (reference),2040,3.46,2.15,5.28,USD2010/GJ,48
biomass,R10NORTH_AM,North America,C7,High-warming weak-policy (reference),2045,3.26,2.88,6.04,USD2010/GJ,43
biomass,R10NORTH_AM,North America,C7,High-warming weak-policy (reference),2050,2.41,1.74,5.55,USD2010/GJ,48
biomass,R10PAC_OECD,Pacific OECD,C1,"1.5°C, no/limited overshoot",2020,2.6,1.1,3.24,USD2010/GJ,49
biomass,R10PAC_OECD,Pacific OECD,C1,"1.5°C, no/limited overshoot",2025,6.12,3.98,7.37,USD2010/GJ,46
biomass,R10PAC_OECD,Pacific OECD,C1,"1.5°C, no/limited overshoot",2030,7.52,6.69,8.44,USD2010/GJ,48
biomass,R10PAC_OECD,Pacific OECD,C1,"1.5°C, no/limited overshoot",2035,8.56,7.04,13.74,USD2010/GJ,49
biomass,R10PAC_OECD,Pacific OECD,C1,"1.5°C, no/limited overshoot",2040,12.72,9.08,16.94,USD2010/GJ,48
biomass,R10PAC_OECD,Pacific OECD,C1,"1.5°C, no/limited overshoot",2045,18.5,13.9,21.67,USD2010/GJ,47
biomass,R10PAC_OECD,Pacific OECD,C1,"1.5°C, no/limited overshoot",2050,21.37,16.61,24.72,USD2010/GJ,47
biomass,R10PAC_OECD,Pacific OECD,C2,"1.5°C, high overshoot",2020,2.77,1.96,3.71,USD2010/GJ,75
biomass,R10PAC_OECD,Pacific OECD,C2,"1.5°C, high overshoot",2025,5.25,4.12,7.45,USD2010/GJ,64
biomass,R10PAC_OECD,Pacific OECD,C2,"1.5°C, high overshoot",2030,6.08,4.8,8.72,USD2010/GJ,75
biomass,R10PAC_OECD,Pacific OECD,C2,"1.5°C, high overshoot",2035,6.85,5.65,9.82,USD2010/GJ,64
biomass,R10PAC_OECD,Pacific OECD,C2,"1.5°C, high overshoot",2040,10.6,7.98,15.93,USD2010/GJ,75
biomass,R10PAC_OECD,Pacific OECD,C2,"1.5°C, high overshoot",2045,14.19,12.06,22.18,USD2010/GJ,64
biomass,R10PAC_OECD,Pacific OECD,C2,"1.5°C, high overshoot",2050,17.26,14.67,24.1,USD2010/GJ,73
biomass,R10PAC_OECD,Pacific OECD,C3,Likely below 2°C,2020,2.09,1.09,3.24,USD2010/GJ,177
biomass,R10PAC_OECD,Pacific OECD,C3,Likely below 2°C,2025,3.56,2.04,5.0,USD2010/GJ,154
biomass,R10PAC_OECD,Pacific OECD,C3,Likely below 2°C,2030,4.15,2.66,5.92,USD2010/GJ,177
biomass,R10PAC_OECD,Pacific OECD,C3,Likely below 2°C,2035,5.65,4.3,6.56,USD2010/GJ,149
biomass,R10PAC_OECD,Pacific OECD,C3,Likely below 2°C,2040,6.57,5.5,7.79,USD2010/GJ,168
biomass,R10PAC_OECD,Pacific OECD,C3,Likely below 2°C,2045,8.28,6.55,11.31,USD2010/GJ,153
biomass,R10PAC_OECD,Pacific OECD,C3,Likely below 2°C,2050,9.82,7.72,14.44,USD2010/GJ,176
biomass,R10PAC_OECD,Pacific OECD,C4,Below 2°C with lower probability,2020,2.77,1.96,3.24,USD2010/GJ,62
biomass,R10PAC_OECD,Pacific OECD,C4,Below 2°C with lower probability,2025,2.23,1.7,3.5,USD2010/GJ,58
biomass,R10PAC_OECD,Pacific OECD,C4,Below 2°C with lower probability,2030,2.78,2.34,3.48,USD2010/GJ,62
biomass,R10PAC_OECD,Pacific OECD,C4,Below 2°C with lower probability,2035,3.59,3.13,4.27,USD2010/GJ,56
biomass,R10PAC_OECD,Pacific OECD,C4,Below 2°C with lower probability,2040,4.19,3.54,5.24,USD2010/GJ,63
biomass,R10PAC_OECD,Pacific OECD,C4,Below 2°C with lower probability,2045,5.52,3.73,7.31,USD2010/GJ,57
biomass,R10PAC_OECD,Pacific OECD,C4,Below 2°C with lower probability,2050,5.68,4.15,8.27,USD2010/GJ,63
biomass,R10PAC_OECD,Pacific OECD,C7,High-warming weak-policy (reference),2020,2.1,0.94,5.11,USD2010/GJ,47
biomass,R10PAC_OECD,Pacific OECD,C7,High-warming weak-policy (reference),2025,4.16,1.45,5.32,USD2010/GJ,42
biomass,R10PAC_OECD,Pacific OECD,C7,High-warming weak-policy (reference),2030,2.94,1.89,5.64,USD2010/GJ,47
biomass,R10PAC_OECD,Pacific OECD,C7,High-warming weak-policy (reference),2035,4.37,2.54,6.61,USD2010/GJ,42
biomass,R10PAC_OECD,Pacific OECD,C7,High-warming weak-policy (reference),2040,3.27,2.35,5.79,USD2010/GJ,47
biomass,R10PAC_OECD,Pacific OECD,C7,High-warming weak-policy (reference),2045,3.26,2.93,6.07,USD2010/GJ,42
biomass,R10PAC_OECD,Pacific OECD,C7,High-warming weak-policy (reference),2050,2.34,1.62,6.2,USD2010/GJ,47
biomass,R10REF_ECON,Reforming Economies,C1,"1.5°C, no/limited overshoot",2020,2.19,1.02,3.24,USD2010/GJ,49
biomass,R10REF_ECON,Reforming Economies,C1,"1.5°C, no/limited overshoot",2025,6.24,3.92,7.53,USD2010/GJ,46
biomass,R10REF_ECON,Reforming Economies,C1,"1.5°C, no/limited overshoot",2030,7.48,6.62,8.56,USD2010/GJ,47
biomass,R10REF_ECON,Reforming Economies,C1,"1.5°C, no/limited overshoot",2035,8.05,6.88,9.81,USD2010/GJ,47
biomass,R10REF_ECON,Reforming Economies,C1,"1.5°C, no/limited overshoot",2040,11.47,8.47,14.19,USD2010/GJ,47
biomass,R10REF_ECON,Reforming Economies,C1,"1.5°C, no/limited overshoot",2045,16.74,11.17,19.88,USD2010/GJ,47
biomass,R10REF_ECON,Reforming Economies,C1,"1.5°C, no/limited overshoot",2050,19.89,15.21,23.81,USD2010/GJ,47
biomass,R10REF_ECON,Reforming Economies,C2,"1.5°C, high overshoot",2020,2.33,1.61,3.24,USD2010/GJ,75
biomass,R10REF_ECON,Reforming Economies,C2,"1.5°C, high overshoot",2025,6.0,4.43,7.63,USD2010/GJ,64
biomass,R10REF_ECON,Reforming Economies,C2,"1.5°C, high overshoot",2030,5.67,4.11,8.87,USD2010/GJ,75
biomass,R10REF_ECON,Reforming Economies,C2,"1.5°C, high overshoot",2035,6.42,4.81,8.97,USD2010/GJ,64
biomass,R10REF_ECON,Reforming Economies,C2,"1.5°C, high overshoot",2040,9.1,6.48,11.34,USD2010/GJ,74
biomass,R10REF_ECON,Reforming Economies,C2,"1.5°C, high overshoot",2045,12.29,6.35,18.82,USD2010/GJ,64
biomass,R10REF_ECON,Reforming Economies,C2,"1.5°C, high overshoot",2050,14.81,11.23,21.24,USD2010/GJ,73
biomass,R10REF_ECON,Reforming Economies,C3,Likely below 2°C,2020,2.09,0.91,2.86,USD2010/GJ,180
biomass,R10REF_ECON,Reforming Economies,C3,Likely below 2°C,2025,4.03,1.89,5.36,USD2010/GJ,157
biomass,R10REF_ECON,Reforming Economies,C3,Likely below 2°C,2030,3.83,2.22,6.21,USD2010/GJ,180
biomass,R10REF_ECON,Reforming Economies,C3,Likely below 2°C,2035,5.13,2.93,6.34,USD2010/GJ,155
biomass,R10REF_ECON,Reforming Economies,C3,Likely below 2°C,2040,5.68,3.64,7.15,USD2010/GJ,173
biomass,R10REF_ECON,Reforming Economies,C3,Likely below 2°C,2045,6.77,4.1,9.38,USD2010/GJ,153
biomass,R10REF_ECON,Reforming Economies,C3,Likely below 2°C,2050,8.74,5.61,14.31,USD2010/GJ,179
biomass,R10REF_ECON,Reforming Economies,C4,Below 2°C with lower probability,2020,2.1,1.69,2.33,USD2010/GJ,62
biomass,R10REF_ECON,Reforming Economies,C4,Below 2°C with lower probability,2025,2.05,1.86,4.22,USD2010/GJ,58
biomass,R10REF_ECON,Reforming Economies,C4,Below 2°C with lower probability,2030,2.22,1.64,3.2,USD2010/GJ,63
biomass,R10REF_ECON,Reforming Economies,C4,Below 2°C with lower probability,2035,2.05,1.28,3.4,USD2010/GJ,57
biomass,R10REF_ECON,Reforming Economies,C4,Below 2°C with lower probability,2040,2.81,1.78,3.84,USD2010/GJ,63
biomass,R10REF_ECON,Reforming Economies,C4,Below 2°C with lower probability,2045,2.74,2.14,4.9,USD2010/GJ,57
biomass,R10REF_ECON,Reforming Economies,C4,Below 2°C with lower probability,2050,4.14,2.49,6.46,USD2010/GJ,63
biomass,R10REF_ECON,Reforming Economies,C7,High-warming weak-policy (reference),2020,1.9,0.66,3.88,USD2010/GJ,48
biomass,R10REF_ECON,Reforming Economies,C7,High-warming weak-policy (reference),2025,4.14,1.62,5.32,USD2010/GJ,43
biomass,R10REF_ECON,Reforming Economies,C7,High-warming weak-policy (reference),2030,2.94,2.07,5.88,USD2010/GJ,48
biomass,R10REF_ECON,Reforming Economies,C7,High-warming weak-policy (reference),2035,4.31,2.58,6.52,USD2010/GJ,43
biomass,R10REF_ECON,Reforming Economies,C7,High-warming weak-policy (reference),2040,3.18,2.1,6.43,USD2010/GJ,48
biomass,R10REF_ECON,Reforming Economies,C7,High-warming weak-policy (reference),2045,3.26,2.94,6.09,USD2010/GJ,43
biomass,R10REF_ECON,Reforming Economies,C7,High-warming weak-policy (reference),2050,2.12,1.61,6.79,USD2010/GJ,48
biomass,R10REST_ASIA,Rest of Asia,C1,"1.5°C, no/limited overshoot",2020,2.91,1.65,3.24,USD2010/GJ,48
biomass,R10REST_ASIA,Rest of Asia,C1,"1.5°C, no/limited overshoot",2025,5.94,4.13,7.37,USD2010/GJ,46
biomass,R10REST_ASIA,Rest of Asia,C1,"1.5°C, no/limited overshoot",2030,7.56,6.62,8.56,USD2010/GJ,47
biomass,R10REST_ASIA,Rest of Asia,C1,"1.5°C, no/limited overshoot",2035,8.09,6.9,10.99,USD2010/GJ,48
biomass,R10REST_ASIA,Rest of Asia,C1,"1.5°C, no/limited overshoot",2040,12.72,8.78,16.15,USD2010/GJ,48
biomass,R10REST_ASIA,Rest of Asia,C1,"1.5°C, no/limited overshoot",2045,17.02,13.9,19.88,USD2010/GJ,47
biomass,R10REST_ASIA,Rest of Asia,C1,"1.5°C, no/limited overshoot",2050,19.89,12.6,24.1,USD2010/GJ,48
biomass,R10REST_ASIA,Rest of Asia,C2,"1.5°C, high overshoot",2020,3.26,3.04,4.52,USD2010/GJ,75
biomass,R10REST_ASIA,Rest of Asia,C2,"1.5°C, high overshoot",2025,5.57,4.47,7.46,USD2010/GJ,64
biomass,R10REST_ASIA,Rest of Asia,C2,"1.5°C, high overshoot",2030,7.04,5.49,9.03,USD2010/GJ,75
biomass,R10REST_ASIA,Rest of Asia,C2,"1.5°C, high overshoot",2035,7.09,5.67,9.74,USD2010/GJ,64
biomass,R10REST_ASIA,Rest of Asia,C2,"1.5°C, high overshoot",2040,10.16,8.84,13.3,USD2010/GJ,74
biomass,R10REST_ASIA,Rest of Asia,C2,"1.5°C, high overshoot",2045,13.9,11.9,18.53,USD2010/GJ,63
biomass,R10REST_ASIA,Rest of Asia,C2,"1.5°C, high overshoot",2050,16.22,12.32,25.1,USD2010/GJ,74
biomass,R10REST_ASIA,Rest of Asia,C3,Likely below 2°C,2020,2.91,1.65,3.26,USD2010/GJ,180
biomass,R10REST_ASIA,Rest of Asia,C3,Likely below 2°C,2025,4.24,2.4,5.11,USD2010/GJ,157
biomass,R10REST_ASIA,Rest of Asia,C3,Likely below 2°C,2030,5.63,3.8,6.3,USD2010/GJ,172
biomass,R10REST_ASIA,Rest of Asia,C3,Likely below 2°C,2035,5.99,3.0,6.89,USD2010/GJ,156
biomass,R10REST_ASIA,Rest of Asia,C3,Likely below 2°C,2040,6.97,5.44,8.85,USD2010/GJ,177
biomass,R10REST_ASIA,Rest of Asia,C3,Likely below 2°C,2045,8.36,4.97,11.01,USD2010/GJ,156
biomass,R10REST_ASIA,Rest of Asia,C3,Likely below 2°C,2050,10.56,6.32,16.02,USD2010/GJ,180
biomass,R10REST_ASIA,Rest of Asia,C4,Below 2°C with lower probability,2020,2.91,1.83,3.76,USD2010/GJ,64
biomass,R10REST_ASIA,Rest of Asia,C4,Below 2°C with lower probability,2025,2.82,2.28,4.82,USD2010/GJ,58
biomass,R10REST_ASIA,Rest of Asia,C4,Below 2°C with lower probability,2030,4.15,2.65,5.78,USD2010/GJ,64
biomass,R10REST_ASIA,Rest of Asia,C4,Below 2°C with lower probability,2035,4.23,2.8,5.57,USD2010/GJ,58
biomass,R10REST_ASIA,Rest of Asia,C4,Below 2°C with lower probability,2040,4.87,3.13,5.49,USD2010/GJ,63
biomass,R10REST_ASIA,Rest of Asia,C4,Below 2°C with lower probability,2045,5.52,2.85,7.82,USD2010/GJ,57
biomass,R10REST_ASIA,Rest of Asia,C4,Below 2°C with lower probability,2050,6.81,2.9,9.12,USD2010/GJ,63
biomass,R10REST_ASIA,Rest of Asia,C7,High-warming weak-policy (reference),2020,2.51,1.01,6.28,USD2010/GJ,48
biomass,R10REST_ASIA,Rest of Asia,C7,High-warming weak-policy (reference),2025,4.14,1.81,5.32,USD2010/GJ,43
biomass,R10REST_ASIA,Rest of Asia,C7,High-warming weak-policy (reference),2030,4.57,2.26,6.72,USD2010/GJ,48
biomass,R10REST_ASIA,Rest of Asia,C7,High-warming weak-policy (reference),2035,4.31,2.49,6.52,USD2010/GJ,43
biomass,R10REST_ASIA,Rest of Asia,C7,High-warming weak-policy (reference),2040,2.97,2.17,6.5,USD2010/GJ,48
biomass,R10REST_ASIA,Rest of Asia,C7,High-warming weak-policy (reference),2045,3.26,2.88,6.09,USD2010/GJ,43
biomass,R10REST_ASIA,Rest of Asia,C7,High-warming weak-policy (reference),2050,2.21,1.84,6.84,USD2010/GJ,48
coal,R10AFRICA,Africa,C1,"1.5°C, no/limited overshoot",2020,1.75,1.7,2.24,USD2010/GJ,56
coal,R10AFRICA,Africa,C1,"1.5°C, no/limited overshoot",2025,2.37,2.07,2.71,USD2010/GJ,53
coal,R10AFRICA,Africa,C1,"1.5°C, no/limited overshoot",2030,1.51,1.21,3.48,USD2010/GJ,55
coal,R10AFRICA,Africa,C1,"1.5°C, no/limited overshoot",2035,1.37,1.07,2.94,USD2010/GJ,55
coal,R10AFRICA,Africa,C1,"1.5°C, no/limited overshoot",2040,1.41,1.17,1.65,USD2010/GJ,48
coal,R10AFRICA,Africa,C1,"1.5°C, no/limited overshoot",2045,1.56,1.51,1.86,USD2010/GJ,40
coal,R10AFRICA,Africa,C1,"1.5°C, no/limited overshoot",2050,1.54,1.38,1.72,USD2010/GJ,47
coal,R10AFRICA,Africa,C2,"1.5°C, high overshoot",2020,1.72,1.43,2.24,USD2010/GJ,80
coal,R10AFRICA,Africa,C2,"1.5°C, high overshoot",2025,2.23,1.74,2.63,USD2010/GJ,68
coal,R10AFRICA,Africa,C2,"1.5°C, high overshoot",2030,2.3,1.82,2.93,USD2010/GJ,75
coal,R10AFRICA,Africa,C2,"1.5°C, high overshoot",2035,2.15,1.58,2.57,USD2010/GJ,67
coal,R10AFRICA,Africa,C2,"1.5°C, high overshoot",2040,2.29,1.16,3.23,USD2010/GJ,75
coal,R10AFRICA,Africa,C2,"1.5°C, high overshoot",2045,1.61,1.11,2.26,USD2010/GJ,64
coal,R10AFRICA,Africa,C2,"1.5°C, high overshoot",2050,2.31,1.45,3.32,USD2010/GJ,75
coal,R10AFRICA,Africa,C3,Likely below 2°C,2020,1.62,1.36,1.75,USD2010/GJ,174
coal,R10AFRICA,Africa,C3,Likely below 2°C,2025,1.74,1.45,1.89,USD2010/GJ,167
coal,R10AFRICA,Africa,C3,Likely below 2°C,2030,1.65,1.17,2.13,USD2010/GJ,193
coal,R10AFRICA,Africa,C3,Likely below 2°C,2035,1.36,1.2,1.77,USD2010/GJ,159
coal,R10AFRICA,Africa,C3,Likely below 2°C,2040,1.39,1.07,2.68,USD2010/GJ,189
coal,R10AFRICA,Africa,C3,Likely below 2°C,2045,1.25,1.04,1.63,USD2010/GJ,153
coal,R10AFRICA,Africa,C3,Likely below 2°C,2050,1.66,1.25,3.57,USD2010/GJ,192
coal,R10AFRICA,Africa,C4,Below 2°C with lower probability,2020,1.43,1.36,1.71,USD2010/GJ,66
coal,R10AFRICA,Africa,C4,Below 2°C with lower probability,2025,1.46,1.28,1.78,USD2010/GJ,66
coal,R10AFRICA,Africa,C4,Below 2°C with lower probability,2030,1.23,1.12,1.84,USD2010/GJ,69
coal,R10AFRICA,Africa,C4,Below 2°C with lower probability,2035,1.62,1.2,1.87,USD2010/GJ,66
coal,R10AFRICA,Africa,C4,Below 2°C with lower probability,2040,2.07,1.29,2.45,USD2010/GJ,72
coal,R10AFRICA,Africa,C4,Below 2°C with lower probability,2045,1.8,1.41,2.32,USD2010/GJ,66
coal,R10AFRICA,Africa,C4,Below 2°C with lower probability,2050,2.35,1.55,2.84,USD2010/GJ,72
coal,R10AFRICA,Africa,C7,High-warming weak-policy (reference),2020,2.15,1.74,2.56,USD2010/GJ,54
coal,R10AFRICA,Africa,C7,High-warming weak-policy (reference),2025,2.21,2.08,2.48,USD2010/GJ,49
coal,R10AFRICA,Africa,C7,High-warming weak-policy (reference),2030,2.52,2.13,3.07,USD2010/GJ,54
coal,R10AFRICA,Africa,C7,High-warming weak-policy (reference),2035,2.47,2.22,3.12,USD2010/GJ,49
coal,R10AFRICA,Africa,C7,High-warming weak-policy (reference),2040,2.59,2.36,3.6,USD2010/GJ,54
coal,R10AFRICA,Africa,C7,High-warming weak-policy (reference),2045,2.87,2.44,3.6,USD2010/GJ,49
coal,R10AFRICA,Africa,C7,High-warming weak-policy (reference),2050,3.24,2.52,4.26,USD2010/GJ,54
coal,R10CHINA+,China,C1,"1.5°C, no/limited overshoot",2020,1.82,1.75,2.5,USD2010/GJ,56
coal,R10CHINA+,China,C1,"1.5°C, no/limited overshoot",2025,2.37,2.09,2.84,USD2010/GJ,55
coal,R10CHINA+,China,C1,"1.5°C, no/limited overshoot",2030,1.8,1.31,2.41,USD2010/GJ,55
coal,R10CHINA+,China,C1,"1.5°C, no/limited overshoot",2035,1.42,1.08,2.88,USD2010/GJ,55
coal,R10CHINA+,China,C1,"1.5°C, no/limited overshoot",2040,1.64,1.26,2.87,USD2010/GJ,55
coal,R10CHINA+,China,C1,"1.5°C, no/limited overshoot",2045,1.87,1.54,3.28,USD2010/GJ,55
coal,R10CHINA+,China,C1,"1.5°C, no/limited overshoot",2050,1.74,1.52,3.29,USD2010/GJ,55
coal,R10CHINA+,China,C2,"1.5°C, high overshoot",2020,2.45,2.15,2.53,USD2010/GJ,80
coal,R10CHINA+,China,C2,"1.5°C, high overshoot",2025,2.39,2.0,2.69,USD2010/GJ,69
coal,R10CHINA+,China,C2,"1.5°C, high overshoot",2030,2.0,1.74,2.54,USD2010/GJ,75
coal,R10CHINA+,China,C2,"1.5°C, high overshoot",2035,2.25,1.71,2.95,USD2010/GJ,69
coal,R10CHINA+,China,C2,"1.5°C, high overshoot",2040,2.03,1.78,2.45,USD2010/GJ,75
coal,R10CHINA+,China,C2,"1.5°C, high overshoot",2045,2.21,1.67,3.13,USD2010/GJ,69
coal,R10CHINA+,China,C2,"1.5°C, high overshoot",2050,2.38,1.92,3.24,USD2010/GJ,75
coal,R10CHINA+,China,C3,Likely below 2°C,2020,2.02,1.73,2.53,USD2010/GJ,197
coal,R10CHINA+,China,C3,Likely below 2°C,2025,1.89,1.79,2.3,USD2010/GJ,173
coal,R10CHINA+,China,C3,Likely below 2°C,2030,1.86,1.67,2.49,USD2010/GJ,196
coal,R10CHINA+,China,C3,Likely below 2°C,2035,1.77,1.36,2.16,USD2010/GJ,173
coal,R10CHINA+,China,C3,Likely below 2°C,2040,1.8,1.09,2.41,USD2010/GJ,196
coal,R10CHINA+,China,C3,Likely below 2°C,2045,1.9,1.19,2.35,USD2010/GJ,173
coal,R10CHINA+,China,C3,Likely below 2°C,2050,1.97,1.37,2.93,USD2010/GJ,196
coal,R10CHINA+,China,C4,Below 2°C with lower probability,2020,2.45,1.75,2.53,USD2010/GJ,72
coal,R10CHINA+,China,C4,Below 2°C with lower probability,2025,2.2,1.79,2.45,USD2010/GJ,66
coal,R10CHINA+,China,C4,Below 2°C with lower probability,2030,2.38,1.86,2.49,USD2010/GJ,72
coal,R10CHINA+,China,C4,Below 2°C with lower probability,2035,1.89,1.76,2.37,USD2010/GJ,66
coal,R10CHINA+,China,C4,Below 2°C with lower probability,2040,1.94,1.86,2.23,USD2010/GJ,66
coal,R10CHINA+,China,C4,Below 2°C with lower probability,2045,1.94,1.66,2.39,USD2010/GJ,66
coal,R10CHINA+,China,C4,Below 2°C with lower probability,2050,1.98,1.84,2.12,USD2010/GJ,59
coal,R10CHINA+,China,C7,High-warming weak-policy (reference),2020,2.16,1.82,2.58,USD2010/GJ,57
coal,R10CHINA+,China,C7,High-warming weak-policy (reference),2025,2.2,2.1,2.45,USD2010/GJ,48
coal,R10CHINA+,China,C7,High-warming weak-policy (reference),2030,2.49,2.26,2.98,USD2010/GJ,57
coal,R10CHINA+,China,C7,High-warming weak-policy (reference),2035,2.48,2.32,3.0,USD2010/GJ,52
coal,R10CHINA+,China,C7,High-warming weak-policy (reference),2040,2.59,2.45,3.58,USD2010/GJ,57
coal,R10CHINA+,China,C7,High-warming weak-policy (reference),2045,2.85,2.52,3.6,USD2010/GJ,52
coal,R10CHINA+,China,C7,High-warming weak-policy (reference),2050,3.22,2.59,4.29,USD2010/GJ,57
coal,R10EUROPE,Europe,C1,"1.5°C, no/limited overshoot",2020,2.18,1.75,3.46,USD2010/GJ,56
coal,R10EUROPE,Europe,C1,"1.5°C, no/limited overshoot",2025,2.47,2.14,3.11,USD2010/GJ,47
coal,R10EUROPE,Europe,C1,"1.5°C, no/limited overshoot",2030,1.65,1.3,3.55,USD2010/GJ,47
coal,R10EUROPE,Europe,C1,"1.5°C, no/limited overshoot",2035,1.26,1.07,3.52,USD2010/GJ,47
coal,R10EUROPE,Europe,C1,"1.5°C, no/limited overshoot",2040,1.43,1.16,3.42,USD2010/GJ,51
coal,R10EUROPE,Europe,C1,"1.5°C, no/limited overshoot",2045,1.81,1.54,3.39,USD2010/GJ,55
coal,R10EUROPE,Europe,C1,"1.5°C, no/limited overshoot",2050,1.74,1.52,3.95,USD2010/GJ,55
coal,R10EUROPE,Europe,C2,"1.5°C, high overshoot",2020,2.5,1.75,4.94,USD2010/GJ,80
coal,R10EUROPE,Europe,C2,"1.5°C, high overshoot",2025,2.04,0.86,2.46,USD2010/GJ,66
coal,R10EUROPE,Europe,C2,"1.5°C, high overshoot",2030,1.88,0.42,2.08,USD2010/GJ,70
coal,R10EUROPE,Europe,C2,"1.5°C, high overshoot",2035,1.57,-2.96,2.29,USD2010/GJ,69
coal,R10EUROPE,Europe,C2,"1.5°C, high overshoot",2040,1.17,-0.03,2.39,USD2010/GJ,75
coal,R10EUROPE,Europe,C2,"1.5°C, high overshoot",2045,2.02,1.13,2.93,USD2010/GJ,69
coal,R10EUROPE,Europe,C2,"1.5°C, high overshoot",2050,2.96,1.71,3.95,USD2010/GJ,74
coal,R10EUROPE,Europe,C3,Likely below 2°C,2020,3.26,1.75,4.14,USD2010/GJ,197
coal,R10EUROPE,Europe,C3,Likely below 2°C,2025,1.93,1.73,3.16,USD2010/GJ,173
coal,R10EUROPE,Europe,C3,Likely below 2°C,2030,1.88,1.54,3.58,USD2010/GJ,193
coal,R10EUROPE,Europe,C3,Likely below 2°C,2035,1.38,0.79,3.59,USD2010/GJ,172
coal,R10EUROPE,Europe,C3,Likely below 2°C,2040,1.18,0.88,3.63,USD2010/GJ,196
coal,R10EUROPE,Europe,C3,Likely below 2°C,2045,1.35,1.06,3.44,USD2010/GJ,173
coal,R10EUROPE,Europe,C3,Likely below 2°C,2050,2.6,1.32,3.71,USD2010/GJ,195
coal,R10EUROPE,Europe,C4,Below 2°C with lower probability,2020,3.77,3.46,4.94,USD2010/GJ,72
coal,R10EUROPE,Europe,C4,Below 2°C with lower probability,2025,2.07,1.81,3.54,USD2010/GJ,66
coal,R10EUROPE,Europe,C4,Below 2°C with lower probability,2030,2.55,1.8,3.6,USD2010/GJ,67
coal,R10EUROPE,Europe,C4,Below 2°C with lower probability,2035,1.67,1.04,3.62,USD2010/GJ,66
coal,R10EUROPE,Europe,C4,Below 2°C with lower probability,2040,2.39,0.64,3.64,USD2010/GJ,72
coal,R10EUROPE,Europe,C4,Below 2°C with lower probability,2045,2.17,1.14,3.41,USD2010/GJ,66
coal,R10EUROPE,Europe,C4,Below 2°C with lower probability,2050,3.3,2.48,3.68,USD2010/GJ,72
coal,R10EUROPE,Europe,C7,High-warming weak-policy (reference),2020,2.37,2.02,2.97,USD2010/GJ,57
coal,R10EUROPE,Europe,C7,High-warming weak-policy (reference),2025,2.41,2.15,2.66,USD2010/GJ,52
coal,R10EUROPE,Europe,C7,High-warming weak-policy (reference),2030,2.56,2.26,3.36,USD2010/GJ,57
coal,R10EUROPE,Europe,C7,High-warming weak-policy (reference),2035,2.61,2.37,3.09,USD2010/GJ,52
coal,R10EUROPE,Europe,C7,High-warming weak-policy (reference),2040,2.7,2.5,3.73,USD2010/GJ,57
coal,R10EUROPE,Europe,C7,High-warming weak-policy (reference),2045,2.93,2.56,3.6,USD2010/GJ,52
coal,R10EUROPE,Europe,C7,High-warming weak-policy (reference),2050,3.26,2.79,3.9,USD2010/GJ,57
coal,R10INDIA+,India,C1,"1.5°C, no/limited overshoot",2020,1.82,1.75,2.63,USD2010/GJ,56
coal,R10INDIA+,India,C1,"1.5°C, no/limited overshoot",2025,2.14,2.03,2.6,USD2010/GJ,47
coal,R10INDIA+,India,C1,"1.5°C, no/limited overshoot",2030,1.36,1.27,1.7,USD2010/GJ,41
coal,R10INDIA+,India,C1,"1.5°C, no/limited overshoot",2035,1.23,1.01,1.39,USD2010/GJ,41
coal,R10INDIA+,India,C1,"1.5°C, no/limited overshoot",2040,1.32,1.13,1.43,USD2010/GJ,44
coal,R10INDIA+,India,C1,"1.5°C, no/limited overshoot",2045,1.55,1.43,1.73,USD2010/GJ,45
coal,R10INDIA+,India,C1,"1.5°C, no/limited overshoot",2050,1.6,1.47,3.32,USD2010/GJ,55
coal,R10INDIA+,India,C2,"1.5°C, high overshoot",2020,2.36,2.0,2.67,USD2010/GJ,80
coal,R10INDIA+,India,C2,"1.5°C, high overshoot",2025,2.12,1.89,2.39,USD2010/GJ,56
coal,R10INDIA+,India,C2,"1.5°C, high overshoot",2030,1.89,1.58,2.33,USD2010/GJ,65
coal,R10INDIA+,India,C2,"1.5°C, high overshoot",2035,1.93,1.55,2.36,USD2010/GJ,58
coal,R10INDIA+,India,C2,"1.5°C, high overshoot",2040,2.02,0.93,2.61,USD2010/GJ,75
coal,R10INDIA+,India,C2,"1.5°C, high overshoot",2045,1.87,1.28,2.18,USD2010/GJ,69
coal,R10INDIA+,India,C2,"1.5°C, high overshoot",2050,2.05,1.7,4.11,USD2010/GJ,75
coal,R10INDIA+,India,C3,Likely below 2°C,2020,1.79,1.73,2.67,USD2010/GJ,194
coal,R10INDIA+,India,C3,Likely below 2°C,2025,1.89,1.61,2.11,USD2010/GJ,165
