demand_variable,r10_region,region_label,ar6_category,category_label,year,median_twh,q25_twh,q75_twh,unit,n_scenarios
elec_total,R10MIDDLE_EAST,Middle East,C1,"1.5°C, no/limited overshoot",2045,3529.59,2799.12,4010.56,TWh/yr,64
elec_total,R10MIDDLE_EAST,Middle East,C1,"1.5°C, no/limited overshoot",2050,4250.9,3812.46,4962.32,TWh/yr,64
elec_total,R10MIDDLE_EAST,Middle East,C2,"1.5°C, high overshoot",2020,1292.92,1128.84,1344.23,TWh/yr,100
elec_total,R10MIDDLE_EAST,Middle East,C2,"1.5°C, high overshoot",2025,1544.81,1293.08,1616.71,TWh/yr,89
elec_total,R10MIDDLE_EAST,Middle East,C2,"1.5°C, high overshoot",2030,1825.62,1581.41,2006.56,TWh/yr,100
elec_total,R10MIDDLE_EAST,Middle East,C2,"1.5°C, high overshoot",2035,2118.76,1857.67,2338.1,TWh/yr,89
elec_total,R10MIDDLE_EAST,Middle East,C2,"1.5°C, high overshoot",2040,2550.41,2265.96,2948.11,TWh/yr,100
elec_total,R10MIDDLE_EAST,Middle East,C2,"1.5°C, high overshoot",2045,3184.13,2730.99,3664.97,TWh/yr,89
elec_total,R10MIDDLE_EAST,Middle East,C2,"1.5°C, high overshoot",2050,4291.43,3522.36,4806.43,TWh/yr,100
elec_total,R10MIDDLE_EAST,Middle East,C3,Likely below 2°C,2020,1292.92,994.03,1316.28,TWh/yr,232
elec_total,R10MIDDLE_EAST,Middle East,C3,Likely below 2°C,2025,1537.34,1277.63,1597.02,TWh/yr,209
elec_total,R10MIDDLE_EAST,Middle East,C3,Likely below 2°C,2030,1759.88,1440.54,1924.04,TWh/yr,232
elec_total,R10MIDDLE_EAST,Middle East,C3,Likely below 2°C,2035,2028.2,1827.39,2175.16,TWh/yr,208
elec_total,R10MIDDLE_EAST,Middle East,C3,Likely below 2°C,2040,2276.26,2025.16,2491.77,TWh/yr,231
elec_total,R10MIDDLE_EAST,Middle East,C3,Likely below 2°C,2045,2864.79,2548.2,3174.16,TWh/yr,209
elec_total,R10MIDDLE_EAST,Middle East,C3,Likely below 2°C,2050,3554.09,3023.56,4262.76,TWh/yr,232
elec_total,R10MIDDLE_EAST,Middle East,C4,Below 2°C with lower probability,2020,1128.84,954.85,1316.28,TWh/yr,102
elec_total,R10MIDDLE_EAST,Middle East,C4,Below 2°C with lower probability,2025,1293.08,1076.29,1572.75,TWh/yr,96
elec_total,R10MIDDLE_EAST,Middle East,C4,Below 2°C with lower probability,2030,1533.62,1356.79,1819.09,TWh/yr,102
elec_total,R10MIDDLE_EAST,Middle East,C4,Below 2°C with lower probability,2035,1907.72,1432.29,2188.33,TWh/yr,96
elec_total,R10MIDDLE_EAST,Middle East,C4,Below 2°C with lower probability,2040,2240.2,1760.63,2401.29,TWh/yr,102
elec_total,R10MIDDLE_EAST,Middle East,C4,Below 2°C with lower probability,2045,2781.25,1816.88,3110.63,TWh/yr,96
elec_total,R10MIDDLE_EAST,Middle East,C4,Below 2°C with lower probability,2050,3268.29,2126.93,3868.13,TWh/yr,102
elec_total,R10MIDDLE_EAST,Middle East,C7,High-warming weak-policy (reference),2020,1314.91,985.34,1351.38,TWh/yr,61
elec_total,R10MIDDLE_EAST,Middle East,C7,High-warming weak-policy (reference),2025,1619.63,1278.46,1702.59,TWh/yr,56
elec_total,R10MIDDLE_EAST,Middle East,C7,High-warming weak-policy (reference),2030,1820.62,1440.54,2061.16,TWh/yr,61
elec_total,R10MIDDLE_EAST,Middle East,C7,High-warming weak-policy (reference),2035,2343.3,1845.39,2537.54,TWh/yr,56
elec_total,R10MIDDLE_EAST,Middle East,C7,High-warming weak-policy (reference),2040,2600.73,1900.34,2877.64,TWh/yr,61
elec_total,R10MIDDLE_EAST,Middle East,C7,High-warming weak-policy (reference),2045,2948.14,2455.35,3293.0,TWh/yr,56
elec_total,R10MIDDLE_EAST,Middle East,C7,High-warming weak-policy (reference),2050,3186.81,2410.11,3588.38,TWh/yr,61
elec_total,R10NORTH_AM,North America,C1,"1.5°C, no/limited overshoot",2020,4420.09,4268.1,4820.98,TWh/yr,64
elec_total,R10NORTH_AM,North America,C1,"1.5°C, no/limited overshoot",2025,4273.02,4145.3,4856.85,TWh/yr,64
elec_total,R10NORTH_AM,North America,C1,"1.5°C, no/limited overshoot",2030,4753.02,4510.83,5116.78,TWh/yr,62
elec_total,R10NORTH_AM,North America,C1,"1.5°C, no/limited overshoot",2035,5672.29,5194.75,6621.83,TWh/yr,64
elec_total,R10NORTH_AM,North America,C1,"1.5°C, no/limited overshoot",2040,6523.45,6128.35,7576.8,TWh/yr,64
elec_total,R10NORTH_AM,North America,C1,"1.5°C, no/limited overshoot",2045,7416.45,6885.03,8519.0,TWh/yr,64
elec_total,R10NORTH_AM,North America,C1,"1.5°C, no/limited overshoot",2050,8295.06,7355.95,9483.56,TWh/yr,64
elec_total,R10NORTH_AM,North America,C2,"1.5°C, high overshoot",2020,4672.89,4420.09,4944.5,TWh/yr,100
elec_total,R10NORTH_AM,North America,C2,"1.5°C, high overshoot",2025,4785.47,4293.39,5102.24,TWh/yr,89
elec_total,R10NORTH_AM,North America,C2,"1.5°C, high overshoot",2030,5192.71,4722.45,5681.7,TWh/yr,100
elec_total,R10NORTH_AM,North America,C2,"1.5°C, high overshoot",2035,5456.14,5009.05,5741.45,TWh/yr,88
elec_total,R10NORTH_AM,North America,C2,"1.5°C, high overshoot",2040,6431.16,5827.94,6748.86,TWh/yr,99
elec_total,R10NORTH_AM,North America,C2,"1.5°C, high overshoot",2045,7102.16,6568.55,7589.51,TWh/yr,87
elec_total,R10NORTH_AM,North America,C2,"1.5°C, high overshoot",2050,8213.37,7305.07,9028.61,TWh/yr,100
elec_total,R10NORTH_AM,North America,C3,Likely below 2°C,2020,4820.98,4310.92,5120.85,TWh/yr,233
elec_total,R10NORTH_AM,North America,C3,Likely below 2°C,2025,4837.01,4293.39,5208.71,TWh/yr,210
elec_total,R10NORTH_AM,North America,C3,Likely below 2°C,2030,5151.78,4677.86,5681.07,TWh/yr,233
elec_total,R10NORTH_AM,North America,C3,Likely below 2°C,2035,5318.48,4933.38,6328.13,TWh/yr,210
elec_total,R10NORTH_AM,North America,C3,Likely below 2°C,2040,6122.09,5612.0,7001.33,TWh/yr,232
elec_total,R10NORTH_AM,North America,C3,Likely below 2°C,2045,6932.34,6312.97,8069.84,TWh/yr,210
elec_total,R10NORTH_AM,North America,C3,Likely below 2°C,2050,7870.98,7294.22,8880.15,TWh/yr,233
elec_total,R10NORTH_AM,North America,C4,Below 2°C with lower probability,2020,4929.4,4512.96,5087.77,TWh/yr,87
elec_total,R10NORTH_AM,North America,C4,Below 2°C with lower probability,2025,4909.65,4842.67,5341.88,TWh/yr,81
elec_total,R10NORTH_AM,North America,C4,Below 2°C with lower probability,2030,5222.65,4997.06,5663.99,TWh/yr,87
elec_total,R10NORTH_AM,North America,C4,Below 2°C with lower probability,2035,5183.63,4714.57,5910.13,TWh/yr,81
elec_total,R10NORTH_AM,North America,C4,Below 2°C with lower probability,2040,5707.95,5102.57,6323.64,TWh/yr,87
elec_total,R10NORTH_AM,North America,C4,Below 2°C with lower probability,2045,6217.62,5458.09,6585.99,TWh/yr,81
elec_total,R10NORTH_AM,North America,C4,Below 2°C with lower probability,2050,7099.59,6556.66,7498.29,TWh/yr,87
elec_total,R10NORTH_AM,North America,C7,High-warming weak-policy (reference),2020,4590.42,4326.27,5093.4,TWh/yr,61
elec_total,R10NORTH_AM,North America,C7,High-warming weak-policy (reference),2025,4730.63,4540.82,5139.13,TWh/yr,56
elec_total,R10NORTH_AM,North America,C7,High-warming weak-policy (reference),2030,4980.73,4663.51,5602.23,TWh/yr,61
elec_total,R10NORTH_AM,North America,C7,High-warming weak-policy (reference),2035,5176.89,4792.69,5750.26,TWh/yr,56
elec_total,R10NORTH_AM,North America,C7,High-warming weak-policy (reference),2040,5553.92,4977.55,6280.85,TWh/yr,61
elec_total,R10NORTH_AM,North America,C7,High-warming weak-policy (reference),2045,5740.08,5114.05,6409.7,TWh/yr,56
elec_total,R10NORTH_AM,North America,C7,High-warming weak-policy (reference),2050,6084.06,5390.28,6872.2,TWh/yr,61
elec_total,R10PAC_OECD,Pacific OECD,C1,"1.5°C, no/limited overshoot",2020,1236.57,1039.77,1379.68,TWh/yr,64
elec_total,R10PAC_OECD,Pacific OECD,C1,"1.5°C, no/limited overshoot",2025,1172.07,950.01,1382.45,TWh/yr,64
elec_total,R10PAC_OECD,Pacific OECD,C1,"1.5°C, no/limited overshoot",2030,1177.99,951.3,1489.42,TWh/yr,63
elec_total,R10PAC_OECD,Pacific OECD,C1,"1.5°C, no/limited overshoot",2035,1219.77,1007.91,1666.24,TWh/yr,63
elec_total,R10PAC_OECD,Pacific OECD,C1,"1.5°C, no/limited overshoot",2040,1332.47,1123.63,1886.21,TWh/yr,64
elec_total,R10PAC_OECD,Pacific OECD,C1,"1.5°C, no/limited overshoot",2045,1449.66,1200.11,1991.78,TWh/yr,64
elec_total,R10PAC_OECD,Pacific OECD,C1,"1.5°C, no/limited overshoot",2050,1501.68,1286.37,2112.71,TWh/yr,64
elec_total,R10PAC_OECD,Pacific OECD,C2,"1.5°C, high overshoot",2020,1323.62,1233.21,1406.89,TWh/yr,93
elec_total,R10PAC_OECD,Pacific OECD,C2,"1.5°C, high overshoot",2025,1299.19,1210.25,1389.54,TWh/yr,82
elec_total,R10PAC_OECD,Pacific OECD,C2,"1.5°C, high overshoot",2030,1380.7,1214.78,1480.54,TWh/yr,94
elec_total,R10PAC_OECD,Pacific OECD,C2,"1.5°C, high overshoot",2035,1382.02,1162.82,1571.36,TWh/yr,84
elec_total,R10PAC_OECD,Pacific OECD,C2,"1.5°C, high overshoot",2040,1535.09,1247.6,1760.69,TWh/yr,95
elec_total,R10PAC_OECD,Pacific OECD,C2,"1.5°C, high overshoot",2045,1576.63,1350.06,1808.06,TWh/yr,84
elec_total,R10PAC_OECD,Pacific OECD,C2,"1.5°C, high overshoot",2050,1754.56,1491.7,2018.38,TWh/yr,95
elec_total,R10PAC_OECD,Pacific OECD,C3,Likely below 2°C,2020,1372.96,1046.65,1578.54,TWh/yr,229
elec_total,R10PAC_OECD,Pacific OECD,C3,Likely below 2°C,2025,1368.92,1026.92,1483.47,TWh/yr,206
elec_total,R10PAC_OECD,Pacific OECD,C3,Likely below 2°C,2030,1400.91,995.03,1772.12,TWh/yr,229
elec_total,R10PAC_OECD,Pacific OECD,C3,Likely below 2°C,2035,1426.67,996.94,1628.49,TWh/yr,206
elec_total,R10PAC_OECD,Pacific OECD,C3,Likely below 2°C,2040,1598.94,1122.02,1927.16,TWh/yr,229
elec_total,R10PAC_OECD,Pacific OECD,C3,Likely below 2°C,2045,1723.43,1224.36,2032.15,TWh/yr,206
elec_total,R10PAC_OECD,Pacific OECD,C3,Likely below 2°C,2050,1928.18,1359.19,2206.76,TWh/yr,229
elec_total,R10PAC_OECD,Pacific OECD,C4,Below 2°C with lower probability,2020,1413.42,1369.17,1440.91,TWh/yr,86
elec_total,R10PAC_OECD,Pacific OECD,C4,Below 2°C with lower probability,2025,1391.6,1287.88,1481.28,TWh/yr,82
elec_total,R10PAC_OECD,Pacific OECD,C4,Below 2°C with lower probability,2030,1417.21,1322.11,1778.5,TWh/yr,97
elec_total,R10PAC_OECD,Pacific OECD,C4,Below 2°C with lower probability,2035,1414.93,1358.97,1417.89,TWh/yr,73
elec_total,R10PAC_OECD,Pacific OECD,C4,Below 2°C with lower probability,2040,1493.73,1465.29,1870.52,TWh/yr,97
elec_total,R10PAC_OECD,Pacific OECD,C4,Below 2°C with lower probability,2045,1646.49,1511.05,1692.19,TWh/yr,76
elec_total,R10PAC_OECD,Pacific OECD,C4,Below 2°C with lower probability,2050,1822.48,1627.26,1959.12,TWh/yr,95
elec_total,R10PAC_OECD,Pacific OECD,C7,High-warming weak-policy (reference),2020,1251.08,1049.91,1487.14,TWh/yr,60
elec_total,R10PAC_OECD,Pacific OECD,C7,High-warming weak-policy (reference),2025,1251.88,1034.87,1429.2,TWh/yr,54
elec_total,R10PAC_OECD,Pacific OECD,C7,High-warming weak-policy (reference),2030,1296.51,1002.24,1638.13,TWh/yr,60
elec_total,R10PAC_OECD,Pacific OECD,C7,High-warming weak-policy (reference),2035,1325.1,1003.07,1501.37,TWh/yr,54
elec_total,R10PAC_OECD,Pacific OECD,C7,High-warming weak-policy (reference),2040,1392.9,1001.69,1824.05,TWh/yr,60
elec_total,R10PAC_OECD,Pacific OECD,C7,High-warming weak-policy (reference),2045,1389.51,977.09,1594.28,TWh/yr,54
elec_total,R10PAC_OECD,Pacific OECD,C7,High-warming weak-policy (reference),2050,1456.41,992.96,1947.22,TWh/yr,60
elec_total,R10REF_ECON,Reforming Economies,C1,"1.5°C, no/limited overshoot",2020,1485.55,1425.45,1507.2,TWh/yr,51
elec_total,R10REF_ECON,Reforming Economies,C1,"1.5°C, no/limited overshoot",2025,1502.79,1373.21,1585.25,TWh/yr,59
elec_total,R10REF_ECON,Reforming Economies,C1,"1.5°C, no/limited overshoot",2030,1677.95,1490.88,1912.07,TWh/yr,62
elec_total,R10REF_ECON,Reforming Economies,C1,"1.5°C, no/limited overshoot",2035,1900.38,1741.18,2076.11,TWh/yr,60
elec_total,R10REF_ECON,Reforming Economies,C1,"1.5°C, no/limited overshoot",2040,2406.56,2063.48,2857.66,TWh/yr,63
elec_total,R10REF_ECON,Reforming Economies,C1,"1.5°C, no/limited overshoot",2045,3032.25,2503.42,3404.27,TWh/yr,63
elec_total,R10REF_ECON,Reforming Economies,C1,"1.5°C, no/limited overshoot",2050,3447.44,2867.83,3718.82,TWh/yr,63
elec_total,R10REF_ECON,Reforming Economies,C2,"1.5°C, high overshoot",2020,1460.08,1290.29,1609.47,TWh/yr,100
elec_total,R10REF_ECON,Reforming Economies,C2,"1.5°C, high overshoot",2025,1563.88,1370.94,1706.83,TWh/yr,88
elec_total,R10REF_ECON,Reforming Economies,C2,"1.5°C, high overshoot",2030,1802.38,1565.48,2093.82,TWh/yr,100
elec_total,R10REF_ECON,Reforming Economies,C2,"1.5°C, high overshoot",2035,1929.11,1591.69,2494.67,TWh/yr,89
elec_total,R10REF_ECON,Reforming Economies,C2,"1.5°C, high overshoot",2040,2360.54,1869.08,2891.72,TWh/yr,100
elec_total,R10REF_ECON,Reforming Economies,C2,"1.5°C, high overshoot",2045,2639.65,2123.01,3151.8,TWh/yr,89
elec_total,R10REF_ECON,Reforming Economies,C2,"1.5°C, high overshoot",2050,3255.24,2658.88,3501.31,TWh/yr,100
elec_total,R10REF_ECON,Reforming Economies,C3,Likely below 2°C,2020,1509.12,1454.86,1874.38,TWh/yr,229
elec_total,R10REF_ECON,Reforming Economies,C3,Likely below 2°C,2025,1648.55,1515.38,2083.25,TWh/yr,206
elec_total,R10REF_ECON,Reforming Economies,C3,Likely below 2°C,2030,1821.54,1653.49,2156.72,TWh/yr,229
elec_total,R10REF_ECON,Reforming Economies,C3,Likely below 2°C,2035,2018.32,1820.55,2498.97,TWh/yr,206
elec_total,R10REF_ECON,Reforming Economies,C3,Likely below 2°C,2040,2253.62,2026.47,2628.2,TWh/yr,229
elec_total,R10REF_ECON,Reforming Economies,C3,Likely below 2°C,2045,2650.56,2393.04,3198.95,TWh/yr,206
elec_total,R10REF_ECON,Reforming Economies,C3,Likely below 2°C,2050,3051.45,2628.73,3508.39,TWh/yr,229
elec_total,R10REF_ECON,Reforming Economies,C4,Below 2°C with lower probability,2020,1751.67,1460.08,1933.98,TWh/yr,102
elec_total,R10REF_ECON,Reforming Economies,C4,Below 2°C with lower probability,2025,1792.31,1544.11,2163.83,TWh/yr,96
elec_total,R10REF_ECON,Reforming Economies,C4,Below 2°C with lower probability,2030,1764.08,1650.08,2291.42,TWh/yr,102
elec_total,R10REF_ECON,Reforming Economies,C4,Below 2°C with lower probability,2035,2053.56,1594.14,2453.35,TWh/yr,96
elec_total,R10REF_ECON,Reforming Economies,C4,Below 2°C with lower probability,2040,2319.94,1879.5,2616.28,TWh/yr,102
elec_total,R10REF_ECON,Reforming Economies,C4,Below 2°C with lower probability,2045,2527.28,2106.69,2852.75,TWh/yr,96
elec_total,R10REF_ECON,Reforming Economies,C4,Below 2°C with lower probability,2050,2810.97,2319.3,3124.67,TWh/yr,102
elec_total,R10REF_ECON,Reforming Economies,C7,High-warming weak-policy (reference),2020,1487.29,1269.88,1511.89,TWh/yr,60
elec_total,R10REF_ECON,Reforming Economies,C7,High-warming weak-policy (reference),2025,1629.03,1417.06,1717.28,TWh/yr,55
elec_total,R10REF_ECON,Reforming Economies,C7,High-warming weak-policy (reference),2030,1779.55,1585.68,1975.3,TWh/yr,60
elec_total,R10REF_ECON,Reforming Economies,C7,High-warming weak-policy (reference),2035,1981.45,1737.62,2175.28,TWh/yr,55
elec_total,R10REF_ECON,Reforming Economies,C7,High-warming weak-policy (reference),2040,2033.72,1934.94,2296.79,TWh/yr,60
elec_total,R10REF_ECON,Reforming Economies,C7,High-warming weak-policy (reference),2045,2227.55,2036.28,2423.34,TWh/yr,55
elec_total,R10REF_ECON,Reforming Economies,C7,High-warming weak-policy (reference),2050,2299.31,2106.4,2526.6,TWh/yr,60
elec_total,R10REST_ASIA,Rest of Asia,C1,"1.5°C, no/limited overshoot",2020,1170.9,1035.0,1215.27,TWh/yr,64
elec_total,R10REST_ASIA,Rest of Asia,C1,"1.5°C, no/limited overshoot",2025,1389.63,1307.11,1444.33,TWh/yr,56
elec_total,R10REST_ASIA,Rest of Asia,C1,"1.5°C, no/limited overshoot",2030,1779.78,1409.87,1908.21,TWh/yr,64
elec_total,R10REST_ASIA,Rest of Asia,C1,"1.5°C, no/limited overshoot",2035,2194.83,1752.42,2607.52,TWh/yr,64
elec_total,R10REST_ASIA,Rest of Asia,C1,"1.5°C, no/limited overshoot",2040,2874.61,2131.41,3564.36,TWh/yr,64
elec_total,R10REST_ASIA,Rest of Asia,C1,"1.5°C, no/limited overshoot",2045,3711.52,2565.08,4681.96,TWh/yr,64
elec_total,R10REST_ASIA,Rest of Asia,C1,"1.5°C, no/limited overshoot",2050,4516.97,2967.77,5505.11,TWh/yr,64
elec_total,R10REST_ASIA,Rest of Asia,C2,"1.5°C, high overshoot",2020,1083.66,1034.82,1215.27,TWh/yr,100
elec_total,R10REST_ASIA,Rest of Asia,C2,"1.5°C, high overshoot",2025,1270.02,1184.5,1489.77,TWh/yr,89
elec_total,R10REST_ASIA,Rest of Asia,C2,"1.5°C, high overshoot",2030,1514.45,1381.95,1931.87,TWh/yr,100
elec_total,R10REST_ASIA,Rest of Asia,C2,"1.5°C, high overshoot",2035,1789.49,1549.34,2482.81,TWh/yr,89
elec_total,R10REST_ASIA,Rest of Asia,C2,"1.5°C, high overshoot",2040,2265.38,1873.57,3241.62,TWh/yr,100
elec_total,R10REST_ASIA,Rest of Asia,C2,"1.5°C, high overshoot",2045,2763.43,2201.44,4217.48,TWh/yr,89
elec_total,R10REST_ASIA,Rest of Asia,C2,"1.5°C, high overshoot",2050,3256.1,2673.07,5256.54,TWh/yr,100
elec_total,R10REST_ASIA,Rest of Asia,C3,Likely below 2°C,2020,1088.94,983.98,1215.27,TWh/yr,233
elec_total,R10REST_ASIA,Rest of Asia,C3,Likely below 2°C,2025,1270.58,938.2,1490.74,TWh/yr,210
elec_total,R10REST_ASIA,Rest of Asia,C3,Likely below 2°C,2030,1564.68,1190.0,1966.09,TWh/yr,233
elec_total,R10REST_ASIA,Rest of Asia,C3,Likely below 2°C,2035,1716.9,1200.12,2327.3,TWh/yr,210
elec_total,R10REST_ASIA,Rest of Asia,C3,Likely below 2°C,2040,2050.15,1621.11,2861.53,TWh/yr,233
elec_total,R10REST_ASIA,Rest of Asia,C3,Likely below 2°C,2045,2293.74,1576.46,3712.17,TWh/yr,210
elec_total,R10REST_ASIA,Rest of Asia,C3,Likely below 2°C,2050,2759.26,2081.09,4479.68,TWh/yr,233
elec_total,R10REST_ASIA,Rest of Asia,C4,Below 2°C with lower probability,2020,1083.66,806.79,1170.33,TWh/yr,102
elec_total,R10REST_ASIA,Rest of Asia,C4,Below 2°C with lower probability,2025,1138.37,773.31,1384.56,TWh/yr,96
elec_total,R10REST_ASIA,Rest of Asia,C4,Below 2°C with lower probability,2030,1381.93,863.78,1645.16,TWh/yr,102
elec_total,R10REST_ASIA,Rest of Asia,C4,Below 2°C with lower probability,2035,1489.42,849.21,1757.9,TWh/yr,96
elec_total,R10REST_ASIA,Rest of Asia,C4,Below 2°C with lower probability,2040,1692.13,907.06,1964.63,TWh/yr,102
elec_total,R10REST_ASIA,Rest of Asia,C4,Below 2°C with lower probability,2045,1870.75,1071.71,2139.32,TWh/yr,96
elec_total,R10REST_ASIA,Rest of Asia,C4,Below 2°C with lower probability,2050,2132.08,1420.24,2563.61,TWh/yr,102
elec_total,R10REST_ASIA,Rest of Asia,C7,High-warming weak-policy (reference),2020,1213.7,1074.56,1255.02,TWh/yr,61
elec_total,R10REST_ASIA,Rest of Asia,C7,High-warming weak-policy (reference),2025,1509.38,1308.5,1546.17,TWh/yr,56
elec_total,R10REST_ASIA,Rest of Asia,C7,High-warming weak-policy (reference),2030,1938.17,1635.06,1992.68,TWh/yr,61
elec_total,R10REST_ASIA,Rest of Asia,C7,High-warming weak-policy (reference),2035,2212.15,1897.28,2467.66,TWh/yr,56
elec_total,R10REST_ASIA,Rest of Asia,C7,High-warming weak-policy (reference),2040,2611.91,2247.07,2858.77,TWh/yr,61
elec_total,R10REST_ASIA,Rest of Asia,C7,High-warming weak-policy (reference),2045,3058.38,2334.34,3463.7,TWh/yr,56
elec_total,R10REST_ASIA,Rest of Asia,C7,High-warming weak-policy (reference),2050,3473.34,2658.34,3977.2,TWh/yr,61
elec_transport,R10AFRICA,Africa,C1,"1.5°C, no/limited overshoot",2020,7.69,6.71,12.62,TWh/yr,67
elec_transport,R10AFRICA,Africa,C1,"1.5°C, no/limited overshoot",2025,18.99,14.3,22.88,TWh/yr,67
elec_transport,R10AFRICA,Africa,C1,"1.5°C, no/limited overshoot",2030,46.9,31.66,65.0,TWh/yr,67
elec_transport,R10AFRICA,Africa,C1,"1.5°C, no/limited overshoot",2035,102.13,68.84,154.75,TWh/yr,67
elec_transport,R10AFRICA,Africa,C1,"1.5°C, no/limited overshoot",2040,219.2,144.79,285.87,TWh/yr,67
elec_transport,R10AFRICA,Africa,C1,"1.5°C, no/limited overshoot",2045,401.07,268.56,475.58,TWh/yr,66
elec_transport,R10AFRICA,Africa,C1,"1.5°C, no/limited overshoot",2050,553.69,420.35,797.85,TWh/yr,67
elec_transport,R10AFRICA,Africa,C2,"1.5°C, high overshoot",2020,10.26,5.77,13.02,TWh/yr,90
elec_transport,R10AFRICA,Africa,C2,"1.5°C, high overshoot",2025,20.32,11.88,24.26,TWh/yr,78
elec_transport,R10AFRICA,Africa,C2,"1.5°C, high overshoot",2030,38.12,24.76,75.55,TWh/yr,90
elec_transport,R10AFRICA,Africa,C2,"1.5°C, high overshoot",2035,73.43,47.79,128.81,TWh/yr,79
elec_transport,R10AFRICA,Africa,C2,"1.5°C, high overshoot",2040,170.58,117.22,285.87,TWh/yr,90
elec_transport,R10AFRICA,Africa,C2,"1.5°C, high overshoot",2045,301.01,215.9,441.46,TWh/yr,79
elec_transport,R10AFRICA,Africa,C2,"1.5°C, high overshoot",2050,504.23,420.7,933.9,TWh/yr,90
elec_transport,R10AFRICA,Africa,C3,Likely below 2°C,2020,8.78,7.25,12.62,TWh/yr,226
elec_transport,R10AFRICA,Africa,C3,Likely below 2°C,2025,16.08,12.18,22.98,TWh/yr,193
elec_transport,R10AFRICA,Africa,C3,Likely below 2°C,2030,29.69,17.21,46.01,TWh/yr,220
elec_transport,R10AFRICA,Africa,C3,Likely below 2°C,2035,54.59,32.55,81.71,TWh/yr,201
elec_transport,R10AFRICA,Africa,C3,Likely below 2°C,2040,105.63,45.37,160.52,TWh/yr,224
elec_transport,R10AFRICA,Africa,C3,Likely below 2°C,2045,206.53,96.75,312.35,TWh/yr,201
elec_transport,R10AFRICA,Africa,C3,Likely below 2°C,2050,367.14,117.07,498.41,TWh/yr,226
elec_transport,R10AFRICA,Africa,C4,Below 2°C with lower probability,2020,10.26,7.74,14.74,TWh/yr,96
elec_transport,R10AFRICA,Africa,C4,Below 2°C with lower probability,2025,16.47,11.44,26.43,TWh/yr,86
elec_transport,R10AFRICA,Africa,C4,Below 2°C with lower probability,2030,20.32,12.18,38.02,TWh/yr,92
elec_transport,R10AFRICA,Africa,C4,Below 2°C with lower probability,2035,46.4,9.52,56.81,TWh/yr,90
elec_transport,R10AFRICA,Africa,C4,Below 2°C with lower probability,2040,89.95,20.86,116.77,TWh/yr,96
elec_transport,R10AFRICA,Africa,C4,Below 2°C with lower probability,2045,156.57,57.45,230.39,TWh/yr,90
elec_transport,R10AFRICA,Africa,C4,Below 2°C with lower probability,2050,219.4,50.99,395.94,TWh/yr,96
elec_transport,R10AFRICA,Africa,C7,High-warming weak-policy (reference),2020,7.74,6.26,10.45,TWh/yr,66
elec_transport,R10AFRICA,Africa,C7,High-warming weak-policy (reference),2025,13.36,9.71,16.47,TWh/yr,61
elec_transport,R10AFRICA,Africa,C7,High-warming weak-policy (reference),2030,18.64,13.17,28.21,TWh/yr,66
elec_transport,R10AFRICA,Africa,C7,High-warming weak-policy (reference),2035,41.52,17.26,53.46,TWh/yr,63
elec_transport,R10AFRICA,Africa,C7,High-warming weak-policy (reference),2040,78.21,22.59,105.24,TWh/yr,68
elec_transport,R10AFRICA,Africa,C7,High-warming weak-policy (reference),2045,140.59,60.46,197.65,TWh/yr,63
elec_transport,R10AFRICA,Africa,C7,High-warming weak-policy (reference),2050,228.27,84.62,317.19,TWh/yr,68
elec_transport,R10CHINA+,China,C1,"1.5°C, no/limited overshoot",2020,299.21,249.65,348.61,TWh/yr,69
elec_transport,R10CHINA+,China,C1,"1.5°C, no/limited overshoot",2025,363.57,296.23,546.19,TWh/yr,69
elec_transport,R10CHINA+,China,C1,"1.5°C, no/limited overshoot",2030,550.12,475.54,841.01,TWh/yr,69
elec_transport,R10CHINA+,China,C1,"1.5°C, no/limited overshoot",2035,801.49,641.56,1188.25,TWh/yr,69
elec_transport,R10CHINA+,China,C1,"1.5°C, no/limited overshoot",2040,1110.54,869.93,1653.87,TWh/yr,69
elec_transport,R10CHINA+,China,C1,"1.5°C, no/limited overshoot",2045,1423.75,1122.29,1826.76,TWh/yr,69
elec_transport,R10CHINA+,China,C1,"1.5°C, no/limited overshoot",2050,1599.73,1348.02,1810.66,TWh/yr,69
elec_transport,R10CHINA+,China,C2,"1.5°C, high overshoot",2020,205.17,162.75,291.73,TWh/yr,100
elec_transport,R10CHINA+,China,C2,"1.5°C, high overshoot",2025,358.84,250.53,545.62,TWh/yr,89
elec_transport,R10CHINA+,China,C2,"1.5°C, high overshoot",2030,508.38,381.0,795.8,TWh/yr,100
elec_transport,R10CHINA+,China,C2,"1.5°C, high overshoot",2035,774.44,552.83,1136.71,TWh/yr,89
elec_transport,R10CHINA+,China,C2,"1.5°C, high overshoot",2040,1347.87,821.52,1913.4,TWh/yr,100
elec_transport,R10CHINA+,China,C2,"1.5°C, high overshoot",2045,1521.41,851.96,1855.87,TWh/yr,89
elec_transport,R10CHINA+,China,C2,"1.5°C, high overshoot",2050,1703.46,1359.2,2058.33,TWh/yr,100
elec_transport,R10CHINA+,China,C3,Likely below 2°C,2020,290.36,162.75,330.76,TWh/yr,241
elec_transport,R10CHINA+,China,C3,Likely below 2°C,2025,371.85,251.67,419.49,TWh/yr,218
elec_transport,R10CHINA+,China,C3,Likely below 2°C,2030,443.95,306.23,510.79,TWh/yr,241
