demand_variable,r10_region,region_label,ar6_category,category_label,year,median_twh,q25_twh,q75_twh,unit,n_scenarios
elec_industry,R10EUROPE,Europe,C2,"1.5°C, high overshoot",2020,1359.55,1225.71,1453.79,TWh/yr,100
elec_industry,R10EUROPE,Europe,C2,"1.5°C, high overshoot",2025,1381.81,1230.92,1555.04,TWh/yr,88
elec_industry,R10EUROPE,Europe,C2,"1.5°C, high overshoot",2030,1391.22,1287.61,1626.22,TWh/yr,99
elec_industry,R10EUROPE,Europe,C2,"1.5°C, high overshoot",2035,1494.22,1385.66,1894.82,TWh/yr,89
elec_industry,R10EUROPE,Europe,C2,"1.5°C, high overshoot",2040,1673.7,1493.93,1935.99,TWh/yr,100
elec_industry,R10EUROPE,Europe,C2,"1.5°C, high overshoot",2045,1979.37,1571.21,2337.99,TWh/yr,89
elec_industry,R10EUROPE,Europe,C2,"1.5°C, high overshoot",2050,2189.98,1665.28,2439.6,TWh/yr,100
elec_industry,R10EUROPE,Europe,C3,Likely below 2°C,2020,1359.55,1150.69,1442.67,TWh/yr,225
elec_industry,R10EUROPE,Europe,C3,Likely below 2°C,2025,1250.61,1097.23,1450.1,TWh/yr,189
elec_industry,R10EUROPE,Europe,C3,Likely below 2°C,2030,1294.22,1172.63,1439.75,TWh/yr,205
elec_industry,R10EUROPE,Europe,C3,Likely below 2°C,2035,1399.66,1265.03,1561.39,TWh/yr,198
elec_industry,R10EUROPE,Europe,C3,Likely below 2°C,2040,1504.95,1362.12,1815.64,TWh/yr,226
elec_industry,R10EUROPE,Europe,C3,Likely below 2°C,2045,1770.96,1518.26,2158.32,TWh/yr,205
elec_industry,R10EUROPE,Europe,C3,Likely below 2°C,2050,1996.3,1595.98,2291.53,TWh/yr,228
elec_industry,R10EUROPE,Europe,C4,Below 2°C with lower probability,2020,1442.67,1359.55,1526.01,TWh/yr,101
elec_industry,R10EUROPE,Europe,C4,Below 2°C with lower probability,2025,1443.08,1250.19,1675.35,TWh/yr,95
elec_industry,R10EUROPE,Europe,C4,Below 2°C with lower probability,2030,1419.26,1280.97,1841.69,TWh/yr,101
elec_industry,R10EUROPE,Europe,C4,Below 2°C with lower probability,2035,1516.67,1408.53,1894.98,TWh/yr,95
elec_industry,R10EUROPE,Europe,C4,Below 2°C with lower probability,2040,1738.37,1395.03,2023.62,TWh/yr,101
elec_industry,R10EUROPE,Europe,C4,Below 2°C with lower probability,2045,1975.88,1486.79,2220.44,TWh/yr,95
elec_industry,R10EUROPE,Europe,C4,Below 2°C with lower probability,2050,2059.35,1515.43,2339.71,TWh/yr,101
elec_industry,R10EUROPE,Europe,C7,High-warming weak-policy (reference),2020,1351.32,1168.6,1401.51,TWh/yr,69
elec_industry,R10EUROPE,Europe,C7,High-warming weak-policy (reference),2025,1317.66,1150.59,1429.87,TWh/yr,64
elec_industry,R10EUROPE,Europe,C7,High-warming weak-policy (reference),2030,1381.18,1178.41,1487.01,TWh/yr,69
elec_industry,R10EUROPE,Europe,C7,High-warming weak-policy (reference),2035,1458.23,1205.6,1590.36,TWh/yr,67
elec_industry,R10EUROPE,Europe,C7,High-warming weak-policy (reference),2040,1472.11,1204.52,1683.13,TWh/yr,72
elec_industry,R10EUROPE,Europe,C7,High-warming weak-policy (reference),2045,1567.71,1260.42,1808.5,TWh/yr,67
elec_industry,R10EUROPE,Europe,C7,High-warming weak-policy (reference),2050,1547.1,1312.35,1885.52,TWh/yr,72
elec_industry,R10INDIA+,India,C1,"1.5°C, no/limited overshoot",2020,916.41,808.64,949.89,TWh/yr,69
elec_industry,R10INDIA+,India,C1,"1.5°C, no/limited overshoot",2025,1106.29,1026.39,1225.12,TWh/yr,64
elec_industry,R10INDIA+,India,C1,"1.5°C, no/limited overshoot",2030,1544.34,1322.98,1769.83,TWh/yr,68
elec_industry,R10INDIA+,India,C1,"1.5°C, no/limited overshoot",2035,2126.76,1922.35,2468.37,TWh/yr,68
elec_industry,R10INDIA+,India,C1,"1.5°C, no/limited overshoot",2040,3067.71,2461.3,3779.67,TWh/yr,69
elec_industry,R10INDIA+,India,C1,"1.5°C, no/limited overshoot",2045,3991.85,3291.85,5266.71,TWh/yr,69
elec_industry,R10INDIA+,India,C1,"1.5°C, no/limited overshoot",2050,4847.69,3786.08,6579.08,TWh/yr,69
elec_industry,R10INDIA+,India,C2,"1.5°C, high overshoot",2020,888.68,808.46,949.89,TWh/yr,100
elec_industry,R10INDIA+,India,C2,"1.5°C, high overshoot",2025,1130.73,969.61,1234.83,TWh/yr,89
elec_industry,R10INDIA+,India,C2,"1.5°C, high overshoot",2030,1404.26,1230.49,1734.44,TWh/yr,100
elec_industry,R10INDIA+,India,C2,"1.5°C, high overshoot",2035,1916.46,1639.32,2204.72,TWh/yr,89
elec_industry,R10INDIA+,India,C2,"1.5°C, high overshoot",2040,2486.95,2105.27,2830.64,TWh/yr,100
elec_industry,R10INDIA+,India,C2,"1.5°C, high overshoot",2045,3329.11,2598.88,3993.79,TWh/yr,89
elec_industry,R10INDIA+,India,C2,"1.5°C, high overshoot",2050,3944.77,3122.55,5440.41,TWh/yr,100
elec_industry,R10INDIA+,India,C3,Likely below 2°C,2020,898.07,786.9,929.47,TWh/yr,222
elec_industry,R10INDIA+,India,C3,Likely below 2°C,2025,1123.28,943.17,1240.41,TWh/yr,215
elec_industry,R10INDIA+,India,C3,Likely below 2°C,2030,1623.72,1158.43,1871.81,TWh/yr,238
elec_industry,R10INDIA+,India,C3,Likely below 2°C,2035,1820.85,1474.53,2349.03,TWh/yr,215
elec_industry,R10INDIA+,India,C3,Likely below 2°C,2040,2587.79,1916.73,3095.99,TWh/yr,238
elec_industry,R10INDIA+,India,C3,Likely below 2°C,2045,2834.49,2320.53,4375.05,TWh/yr,215
elec_industry,R10INDIA+,India,C3,Likely below 2°C,2050,3754.43,2939.0,5411.29,TWh/yr,238
elec_industry,R10INDIA+,India,C4,Below 2°C with lower probability,2020,854.95,786.9,956.27,TWh/yr,102
elec_industry,R10INDIA+,India,C4,Below 2°C with lower probability,2025,998.42,923.86,1228.97,TWh/yr,96
elec_industry,R10INDIA+,India,C4,Below 2°C with lower probability,2030,1230.25,962.02,1652.8,TWh/yr,102
elec_industry,R10INDIA+,India,C4,Below 2°C with lower probability,2035,1553.91,925.66,1978.16,TWh/yr,96
elec_industry,R10INDIA+,India,C4,Below 2°C with lower probability,2040,1921.79,991.0,2607.69,TWh/yr,102
elec_industry,R10INDIA+,India,C4,Below 2°C with lower probability,2045,2275.5,1031.0,2872.38,TWh/yr,96
elec_industry,R10INDIA+,India,C4,Below 2°C with lower probability,2050,2693.17,1285.09,3673.98,TWh/yr,102
elec_industry,R10INDIA+,India,C7,High-warming weak-policy (reference),2020,930.44,817.96,1074.37,TWh/yr,70
elec_industry,R10INDIA+,India,C7,High-warming weak-policy (reference),2025,1269.87,1012.67,1386.41,TWh/yr,64
elec_industry,R10INDIA+,India,C7,High-warming weak-policy (reference),2030,1839.64,1250.39,1898.81,TWh/yr,70
elec_industry,R10INDIA+,India,C7,High-warming weak-policy (reference),2035,2259.35,1614.01,2404.87,TWh/yr,65
elec_industry,R10INDIA+,India,C7,High-warming weak-policy (reference),2040,2783.99,2014.45,2959.94,TWh/yr,70
elec_industry,R10INDIA+,India,C7,High-warming weak-policy (reference),2045,3078.63,2422.75,3506.07,TWh/yr,65
elec_industry,R10INDIA+,India,C7,High-warming weak-policy (reference),2050,3826.46,2834.77,4215.25,TWh/yr,70
elec_industry,R10LATIN_AM,Latin America,C1,"1.5°C, no/limited overshoot",2020,725.24,654.77,735.95,TWh/yr,69
elec_industry,R10LATIN_AM,Latin America,C1,"1.5°C, no/limited overshoot",2025,771.61,695.72,861.35,TWh/yr,68
elec_industry,R10LATIN_AM,Latin America,C1,"1.5°C, no/limited overshoot",2030,1039.8,776.64,1233.19,TWh/yr,69
elec_industry,R10LATIN_AM,Latin America,C1,"1.5°C, no/limited overshoot",2035,1205.28,888.54,1650.13,TWh/yr,69
elec_industry,R10LATIN_AM,Latin America,C1,"1.5°C, no/limited overshoot",2040,1391.4,1025.15,2193.81,TWh/yr,69
elec_industry,R10LATIN_AM,Latin America,C1,"1.5°C, no/limited overshoot",2045,1636.47,1157.39,2727.24,TWh/yr,69
elec_industry,R10LATIN_AM,Latin America,C1,"1.5°C, no/limited overshoot",2050,1937.1,1296.29,3258.04,TWh/yr,69
elec_industry,R10LATIN_AM,Latin America,C2,"1.5°C, high overshoot",2020,696.37,654.28,743.3,TWh/yr,100
elec_industry,R10LATIN_AM,Latin America,C2,"1.5°C, high overshoot",2025,777.51,719.99,957.2,TWh/yr,88
elec_industry,R10LATIN_AM,Latin America,C2,"1.5°C, high overshoot",2030,915.86,798.9,1175.58,TWh/yr,100
elec_industry,R10LATIN_AM,Latin America,C2,"1.5°C, high overshoot",2035,1030.77,867.19,1469.72,TWh/yr,89
elec_industry,R10LATIN_AM,Latin America,C2,"1.5°C, high overshoot",2040,1263.89,1055.14,1837.74,TWh/yr,100
elec_industry,R10LATIN_AM,Latin America,C2,"1.5°C, high overshoot",2045,1551.29,1128.95,2346.37,TWh/yr,89
elec_industry,R10LATIN_AM,Latin America,C2,"1.5°C, high overshoot",2050,1792.51,1288.94,2770.57,TWh/yr,100
elec_industry,R10LATIN_AM,Latin America,C3,Likely below 2°C,2020,725.58,654.77,755.44,TWh/yr,241
elec_industry,R10LATIN_AM,Latin America,C3,Likely below 2°C,2025,777.32,578.91,893.17,TWh/yr,217
elec_industry,R10LATIN_AM,Latin America,C3,Likely below 2°C,2030,924.74,707.73,1191.87,TWh/yr,241
elec_industry,R10LATIN_AM,Latin America,C3,Likely below 2°C,2035,1026.08,735.91,1518.58,TWh/yr,218
elec_industry,R10LATIN_AM,Latin America,C3,Likely below 2°C,2040,1134.32,911.45,1893.11,TWh/yr,241
elec_industry,R10LATIN_AM,Latin America,C3,Likely below 2°C,2045,1249.11,1094.19,2387.47,TWh/yr,218
elec_industry,R10LATIN_AM,Latin America,C3,Likely below 2°C,2050,1739.71,1196.68,2743.69,TWh/yr,241
elec_industry,R10LATIN_AM,Latin America,C4,Below 2°C with lower probability,2020,743.3,654.77,767.86,TWh/yr,102
elec_industry,R10LATIN_AM,Latin America,C4,Below 2°C with lower probability,2025,751.47,576.83,922.56,TWh/yr,96
elec_industry,R10LATIN_AM,Latin America,C4,Below 2°C with lower probability,2030,817.89,637.89,1105.21,TWh/yr,102
elec_industry,R10LATIN_AM,Latin America,C4,Below 2°C with lower probability,2035,881.71,722.38,1216.7,TWh/yr,96
elec_industry,R10LATIN_AM,Latin America,C4,Below 2°C with lower probability,2040,1033.81,837.45,1217.17,TWh/yr,102
elec_industry,R10LATIN_AM,Latin America,C4,Below 2°C with lower probability,2045,1155.9,978.4,1577.3,TWh/yr,96
elec_industry,R10LATIN_AM,Latin America,C4,Below 2°C with lower probability,2050,1314.33,1125.66,1864.87,TWh/yr,102
elec_industry,R10LATIN_AM,Latin America,C7,High-warming weak-policy (reference),2020,732.75,648.88,788.47,TWh/yr,73
elec_industry,R10LATIN_AM,Latin America,C7,High-warming weak-policy (reference),2025,894.07,725.45,952.73,TWh/yr,68
elec_industry,R10LATIN_AM,Latin America,C7,High-warming weak-policy (reference),2030,1020.99,843.35,1184.67,TWh/yr,73
elec_industry,R10LATIN_AM,Latin America,C7,High-warming weak-policy (reference),2035,1200.28,932.15,1386.84,TWh/yr,68
elec_industry,R10LATIN_AM,Latin America,C7,High-warming weak-policy (reference),2040,1296.51,1043.56,1575.01,TWh/yr,73
elec_industry,R10LATIN_AM,Latin America,C7,High-warming weak-policy (reference),2045,1457.12,1096.14,1786.89,TWh/yr,68
elec_industry,R10LATIN_AM,Latin America,C7,High-warming weak-policy (reference),2050,1563.43,1203.61,2035.78,TWh/yr,73
elec_industry,R10MIDDLE_EAST,Middle East,C1,"1.5°C, no/limited overshoot",2020,329.36,286.15,334.14,TWh/yr,65
elec_industry,R10MIDDLE_EAST,Middle East,C1,"1.5°C, no/limited overshoot",2025,375.04,339.48,407.9,TWh/yr,68
elec_industry,R10MIDDLE_EAST,Middle East,C1,"1.5°C, no/limited overshoot",2030,472.0,389.64,543.34,TWh/yr,67
elec_industry,R10MIDDLE_EAST,Middle East,C1,"1.5°C, no/limited overshoot",2035,572.34,492.4,682.05,TWh/yr,67
elec_industry,R10MIDDLE_EAST,Middle East,C1,"1.5°C, no/limited overshoot",2040,847.61,593.7,1038.33,TWh/yr,69
elec_industry,R10MIDDLE_EAST,Middle East,C1,"1.5°C, no/limited overshoot",2045,1250.86,725.76,1581.77,TWh/yr,69
elec_industry,R10MIDDLE_EAST,Middle East,C1,"1.5°C, no/limited overshoot",2050,1586.46,806.77,2022.01,TWh/yr,69
elec_industry,R10MIDDLE_EAST,Middle East,C2,"1.5°C, high overshoot",2020,309.59,242.31,334.14,TWh/yr,100
elec_industry,R10MIDDLE_EAST,Middle East,C2,"1.5°C, high overshoot",2025,390.65,339.32,437.14,TWh/yr,89
elec_industry,R10MIDDLE_EAST,Middle East,C2,"1.5°C, high overshoot",2030,481.05,358.78,570.16,TWh/yr,100
elec_industry,R10MIDDLE_EAST,Middle East,C2,"1.5°C, high overshoot",2035,621.77,492.55,682.68,TWh/yr,89
elec_industry,R10MIDDLE_EAST,Middle East,C2,"1.5°C, high overshoot",2040,697.63,493.91,836.53,TWh/yr,100
elec_industry,R10MIDDLE_EAST,Middle East,C2,"1.5°C, high overshoot",2045,949.0,700.55,1204.81,TWh/yr,89
elec_industry,R10MIDDLE_EAST,Middle East,C2,"1.5°C, high overshoot",2050,1180.51,795.37,1569.68,TWh/yr,100
elec_industry,R10MIDDLE_EAST,Middle East,C3,Likely below 2°C,2020,309.59,260.7,334.14,TWh/yr,238
elec_industry,R10MIDDLE_EAST,Middle East,C3,Likely below 2°C,2025,376.21,293.9,429.49,TWh/yr,215
elec_industry,R10MIDDLE_EAST,Middle East,C3,Likely below 2°C,2030,398.74,275.74,553.82,TWh/yr,238
elec_industry,R10MIDDLE_EAST,Middle East,C3,Likely below 2°C,2035,529.11,312.24,681.17,TWh/yr,214
elec_industry,R10MIDDLE_EAST,Middle East,C3,Likely below 2°C,2040,594.17,350.87,804.51,TWh/yr,237
elec_industry,R10MIDDLE_EAST,Middle East,C3,Likely below 2°C,2045,823.06,500.2,1074.52,TWh/yr,213
elec_industry,R10MIDDLE_EAST,Middle East,C3,Likely below 2°C,2050,957.37,574.29,1475.66,TWh/yr,238
elec_industry,R10MIDDLE_EAST,Middle East,C4,Below 2°C with lower probability,2020,298.95,240.59,318.25,TWh/yr,102
elec_industry,R10MIDDLE_EAST,Middle East,C4,Below 2°C with lower probability,2025,336.75,217.0,370.33,TWh/yr,96
elec_industry,R10MIDDLE_EAST,Middle East,C4,Below 2°C with lower probability,2030,362.32,251.93,398.74,TWh/yr,102
elec_industry,R10MIDDLE_EAST,Middle East,C4,Below 2°C with lower probability,2035,349.47,271.32,470.15,TWh/yr,96
elec_industry,R10MIDDLE_EAST,Middle East,C4,Below 2°C with lower probability,2040,349.47,302.15,573.38,TWh/yr,102
elec_industry,R10MIDDLE_EAST,Middle East,C4,Below 2°C with lower probability,2045,458.68,397.31,716.0,TWh/yr,96
elec_industry,R10MIDDLE_EAST,Middle East,C4,Below 2°C with lower probability,2050,569.59,455.56,879.56,TWh/yr,102
elec_industry,R10MIDDLE_EAST,Middle East,C7,High-warming weak-policy (reference),2020,322.15,268.64,367.37,TWh/yr,70
elec_industry,R10MIDDLE_EAST,Middle East,C7,High-warming weak-policy (reference),2025,437.17,329.31,465.45,TWh/yr,65
elec_industry,R10MIDDLE_EAST,Middle East,C7,High-warming weak-policy (reference),2030,506.65,373.97,623.02,TWh/yr,70
elec_industry,R10MIDDLE_EAST,Middle East,C7,High-warming weak-policy (reference),2035,638.63,417.16,753.1,TWh/yr,65
elec_industry,R10MIDDLE_EAST,Middle East,C7,High-warming weak-policy (reference),2040,680.52,454.31,869.31,TWh/yr,70
elec_industry,R10MIDDLE_EAST,Middle East,C7,High-warming weak-policy (reference),2045,814.99,509.8,1004.02,TWh/yr,65
elec_industry,R10MIDDLE_EAST,Middle East,C7,High-warming weak-policy (reference),2050,872.62,547.29,1102.62,TWh/yr,70
elec_industry,R10NORTH_AM,North America,C1,"1.5°C, no/limited overshoot",2020,1020.02,871.9,1196.76,TWh/yr,69
elec_industry,R10NORTH_AM,North America,C1,"1.5°C, no/limited overshoot",2025,903.33,777.0,1116.51,TWh/yr,69
elec_industry,R10NORTH_AM,North America,C1,"1.5°C, no/limited overshoot",2030,949.69,867.07,1149.87,TWh/yr,64
elec_industry,R10NORTH_AM,North America,C1,"1.5°C, no/limited overshoot",2035,1140.64,1067.67,1282.29,TWh/yr,61
elec_industry,R10NORTH_AM,North America,C1,"1.5°C, no/limited overshoot",2040,1396.4,1278.87,1610.24,TWh/yr,62
elec_industry,R10NORTH_AM,North America,C1,"1.5°C, no/limited overshoot",2045,1683.36,1338.95,1909.06,TWh/yr,64
elec_industry,R10NORTH_AM,North America,C1,"1.5°C, no/limited overshoot",2050,2019.52,1426.58,2419.6,TWh/yr,69
elec_industry,R10NORTH_AM,North America,C2,"1.5°C, high overshoot",2020,1044.51,1020.02,1106.33,TWh/yr,99
elec_industry,R10NORTH_AM,North America,C2,"1.5°C, high overshoot",2025,1043.94,979.39,1146.33,TWh/yr,84
elec_industry,R10NORTH_AM,North America,C2,"1.5°C, high overshoot",2030,1067.22,1009.29,1127.24,TWh/yr,94
elec_industry,R10NORTH_AM,North America,C2,"1.5°C, high overshoot",2035,1158.47,1065.81,1261.82,TWh/yr,84
elec_industry,R10NORTH_AM,North America,C2,"1.5°C, high overshoot",2040,1296.37,1194.73,1450.22,TWh/yr,94
elec_industry,R10NORTH_AM,North America,C2,"1.5°C, high overshoot",2045,1601.37,1296.55,1818.39,TWh/yr,88
elec_industry,R10NORTH_AM,North America,C2,"1.5°C, high overshoot",2050,1623.39,1359.09,2058.15,TWh/yr,99
elec_industry,R10NORTH_AM,North America,C3,Likely below 2°C,2020,1052.0,883.77,1255.44,TWh/yr,238
elec_industry,R10NORTH_AM,North America,C3,Likely below 2°C,2025,979.39,817.69,1146.0,TWh/yr,215
elec_industry,R10NORTH_AM,North America,C3,Likely below 2°C,2030,1012.08,893.54,1267.04,TWh/yr,238
elec_industry,R10NORTH_AM,North America,C3,Likely below 2°C,2035,1094.94,1019.06,1236.47,TWh/yr,204
elec_industry,R10NORTH_AM,North America,C3,Likely below 2°C,2040,1308.87,1131.92,1489.33,TWh/yr,228
elec_industry,R10NORTH_AM,North America,C3,Likely below 2°C,2045,1489.74,1269.88,1816.17,TWh/yr,209
elec_industry,R10NORTH_AM,North America,C3,Likely below 2°C,2050,1953.74,1389.12,2248.04,TWh/yr,238
elec_industry,R10NORTH_AM,North America,C4,Below 2°C with lower probability,2020,1151.64,1051.88,1255.77,TWh/yr,102
elec_industry,R10NORTH_AM,North America,C4,Below 2°C with lower probability,2025,1155.62,983.16,1222.89,TWh/yr,88
elec_industry,R10NORTH_AM,North America,C4,Below 2°C with lower probability,2030,1095.3,1012.08,1326.46,TWh/yr,94
elec_industry,R10NORTH_AM,North America,C4,Below 2°C with lower probability,2035,1131.35,1099.76,1303.02,TWh/yr,95
elec_industry,R10NORTH_AM,North America,C4,Below 2°C with lower probability,2040,1304.91,1140.79,1404.37,TWh/yr,98
elec_industry,R10NORTH_AM,North America,C4,Below 2°C with lower probability,2045,1350.16,1181.51,1731.21,TWh/yr,96
elec_industry,R10NORTH_AM,North America,C4,Below 2°C with lower probability,2050,1441.05,1214.8,1948.8,TWh/yr,102
elec_industry,R10NORTH_AM,North America,C7,High-warming weak-policy (reference),2020,1031.56,926.32,1255.8,TWh/yr,72
elec_industry,R10NORTH_AM,North America,C7,High-warming weak-policy (reference),2025,1068.84,921.76,1259.81,TWh/yr,67
elec_industry,R10NORTH_AM,North America,C7,High-warming weak-policy (reference),2030,1128.26,887.78,1415.76,TWh/yr,72
elec_industry,R10NORTH_AM,North America,C7,High-warming weak-policy (reference),2035,1167.1,963.72,1414.08,TWh/yr,67
elec_industry,R10NORTH_AM,North America,C7,High-warming weak-policy (reference),2040,1273.9,1024.4,1532.0,TWh/yr,72
elec_industry,R10NORTH_AM,North America,C7,High-warming weak-policy (reference),2045,1261.1,1028.38,1557.5,TWh/yr,67
elec_industry,R10NORTH_AM,North America,C7,High-warming weak-policy (reference),2050,1407.85,1108.24,1610.75,TWh/yr,72
elec_industry,R10PAC_OECD,Pacific OECD,C1,"1.5°C, no/limited overshoot",2020,370.72,311.43,457.22,TWh/yr,58
elec_industry,R10PAC_OECD,Pacific OECD,C1,"1.5°C, no/limited overshoot",2025,320.77,268.72,432.48,TWh/yr,63
elec_industry,R10PAC_OECD,Pacific OECD,C1,"1.5°C, no/limited overshoot",2030,345.57,258.3,438.36,TWh/yr,63
elec_industry,R10PAC_OECD,Pacific OECD,C1,"1.5°C, no/limited overshoot",2035,350.1,265.58,499.53,TWh/yr,63
elec_industry,R10PAC_OECD,Pacific OECD,C1,"1.5°C, no/limited overshoot",2040,415.0,325.45,526.68,TWh/yr,63
elec_industry,R10PAC_OECD,Pacific OECD,C1,"1.5°C, no/limited overshoot",2045,442.34,379.66,551.03,TWh/yr,63
elec_industry,R10PAC_OECD,Pacific OECD,C1,"1.5°C, no/limited overshoot",2050,493.74,430.5,583.54,TWh/yr,62
elec_industry,R10PAC_OECD,Pacific OECD,C2,"1.5°C, high overshoot",2020,418.98,389.03,466.53,TWh/yr,88
elec_industry,R10PAC_OECD,Pacific OECD,C2,"1.5°C, high overshoot",2025,394.14,366.34,446.16,TWh/yr,77
elec_industry,R10PAC_OECD,Pacific OECD,C2,"1.5°C, high overshoot",2030,401.38,353.77,437.16,TWh/yr,88
elec_industry,R10PAC_OECD,Pacific OECD,C2,"1.5°C, high overshoot",2035,401.6,331.52,451.43,TWh/yr,78
elec_industry,R10PAC_OECD,Pacific OECD,C2,"1.5°C, high overshoot",2040,407.11,359.35,480.0,TWh/yr,89
elec_industry,R10PAC_OECD,Pacific OECD,C2,"1.5°C, high overshoot",2045,435.84,395.07,511.98,TWh/yr,78
elec_industry,R10PAC_OECD,Pacific OECD,C2,"1.5°C, high overshoot",2050,486.62,437.81,542.86,TWh/yr,89
elec_industry,R10PAC_OECD,Pacific OECD,C3,Likely below 2°C,2020,457.22,313.12,562.8,TWh/yr,225
elec_industry,R10PAC_OECD,Pacific OECD,C3,Likely below 2°C,2025,388.13,285.91,448.72,TWh/yr,199
elec_industry,R10PAC_OECD,Pacific OECD,C3,Likely below 2°C,2030,391.28,268.1,451.49,TWh/yr,220
elec_industry,R10PAC_OECD,Pacific OECD,C3,Likely below 2°C,2035,399.5,266.31,480.92,TWh/yr,195
elec_industry,R10PAC_OECD,Pacific OECD,C3,Likely below 2°C,2040,417.59,307.64,559.44,TWh/yr,222
elec_industry,R10PAC_OECD,Pacific OECD,C3,Likely below 2°C,2045,419.1,351.43,618.88,TWh/yr,199
elec_industry,R10PAC_OECD,Pacific OECD,C3,Likely below 2°C,2050,478.24,399.04,729.21,TWh/yr,225
elec_industry,R10PAC_OECD,Pacific OECD,C4,Below 2°C with lower probability,2020,473.22,446.99,645.17,TWh/yr,101
elec_industry,R10PAC_OECD,Pacific OECD,C4,Below 2°C with lower probability,2025,457.01,392.91,594.32,TWh/yr,95
elec_industry,R10PAC_OECD,Pacific OECD,C4,Below 2°C with lower probability,2030,444.71,387.55,553.25,TWh/yr,101
elec_industry,R10PAC_OECD,Pacific OECD,C4,Below 2°C with lower probability,2035,426.87,398.79,546.77,TWh/yr,88
elec_industry,R10PAC_OECD,Pacific OECD,C4,Below 2°C with lower probability,2040,477.07,402.71,583.14,TWh/yr,96
elec_industry,R10PAC_OECD,Pacific OECD,C4,Below 2°C with lower probability,2045,486.93,392.97,648.1,TWh/yr,95
elec_industry,R10PAC_OECD,Pacific OECD,C4,Below 2°C with lower probability,2050,524.4,387.02,743.81,TWh/yr,101
elec_industry,R10PAC_OECD,Pacific OECD,C7,High-warming weak-policy (reference),2020,410.94,314.63,457.22,TWh/yr,60
elec_industry,R10PAC_OECD,Pacific OECD,C7,High-warming weak-policy (reference),2025,392.66,294.42,433.31,TWh/yr,55
elec_industry,R10PAC_OECD,Pacific OECD,C7,High-warming weak-policy (reference),2030,397.87,276.67,447.92,TWh/yr,62
elec_industry,R10PAC_OECD,Pacific OECD,C7,High-warming weak-policy (reference),2035,400.95,273.19,429.55,TWh/yr,55
elec_industry,R10PAC_OECD,Pacific OECD,C7,High-warming weak-policy (reference),2040,407.36,272.66,462.21,TWh/yr,64
elec_industry,R10PAC_OECD,Pacific OECD,C7,High-warming weak-policy (reference),2045,394.7,258.55,429.7,TWh/yr,57
elec_industry,R10PAC_OECD,Pacific OECD,C7,High-warming weak-policy (reference),2050,408.78,263.05,445.36,TWh/yr,62
elec_industry,R10REF_ECON,Reforming Economies,C1,"1.5°C, no/limited overshoot",2020,688.28,644.68,697.81,TWh/yr,64
elec_industry,R10REF_ECON,Reforming Economies,C1,"1.5°C, no/limited overshoot",2025,663.39,614.46,692.83,TWh/yr,59
elec_industry,R10REF_ECON,Reforming Economies,C1,"1.5°C, no/limited overshoot",2030,678.04,647.24,738.27,TWh/yr,59
elec_industry,R10REF_ECON,Reforming Economies,C1,"1.5°C, no/limited overshoot",2035,745.71,701.29,843.56,TWh/yr,59
elec_industry,R10REF_ECON,Reforming Economies,C1,"1.5°C, no/limited overshoot",2040,862.62,763.09,982.56,TWh/yr,60
elec_industry,R10REF_ECON,Reforming Economies,C1,"1.5°C, no/limited overshoot",2045,1102.93,862.77,1321.08,TWh/yr,65
elec_industry,R10REF_ECON,Reforming Economies,C1,"1.5°C, no/limited overshoot",2050,1252.31,936.73,1614.38,TWh/yr,69
elec_industry,R10REF_ECON,Reforming Economies,C2,"1.5°C, high overshoot",2020,656.77,642.83,687.85,TWh/yr,73
elec_industry,R10REF_ECON,Reforming Economies,C2,"1.5°C, high overshoot",2025,669.22,546.15,761.17,TWh/yr,89
elec_industry,R10REF_ECON,Reforming Economies,C2,"1.5°C, high overshoot",2030,721.53,636.5,832.97,TWh/yr,99
elec_industry,R10REF_ECON,Reforming Economies,C2,"1.5°C, high overshoot",2035,771.34,583.31,882.54,TWh/yr,89
elec_industry,R10REF_ECON,Reforming Economies,C2,"1.5°C, high overshoot",2040,825.93,685.82,960.59,TWh/yr,99
elec_industry,R10REF_ECON,Reforming Economies,C2,"1.5°C, high overshoot",2045,944.23,686.14,1175.83,TWh/yr,89
elec_industry,R10REF_ECON,Reforming Economies,C2,"1.5°C, high overshoot",2050,1070.61,812.27,1460.83,TWh/yr,100
elec_industry,R10REF_ECON,Reforming Economies,C3,Likely below 2°C,2020,690.63,651.44,956.29,TWh/yr,239
elec_industry,R10REF_ECON,Reforming Economies,C3,Likely below 2°C,2025,731.38,649.31,932.46,TWh/yr,216
elec_industry,R10REF_ECON,Reforming Economies,C3,Likely below 2°C,2030,812.88,685.4,1036.58,TWh/yr,239
elec_industry,R10REF_ECON,Reforming Economies,C3,Likely below 2°C,2035,837.45,715.02,988.89,TWh/yr,212
elec_industry,R10REF_ECON,Reforming Economies,C3,Likely below 2°C,2040,907.89,780.55,1173.37,TWh/yr,236
elec_industry,R10REF_ECON,Reforming Economies,C3,Likely below 2°C,2045,1036.47,835.88,1263.34,TWh/yr,214
elec_industry,R10REF_ECON,Reforming Economies,C3,Likely below 2°C,2050,1299.04,934.42,1585.18,TWh/yr,239
elec_industry,R10REF_ECON,Reforming Economies,C4,Below 2°C with lower probability,2020,835.07,643.44,974.14,TWh/yr,102
elec_industry,R10REF_ECON,Reforming Economies,C4,Below 2°C with lower probability,2025,837.09,660.29,1011.37,TWh/yr,96
